accenumb,agent_id,doi,days_to_heading,thousand_kernel_weight,plant_height,date_of_heading,type_of_bush,leaf-flag_attitude,spike_attitude,spike_shape,spike_branching,spike_awnedness,glume_colour,name,description,campaign
1978-TRT-AE-123,NA,10.18730/ZBE81,137,40.2,92,20040516,7,3,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2003-2004
1978-TRT-AE-127,NA,10.18730/ZBEC5,138,39.8,93,20040517,5,3,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2003-2004
1978-TRT-AE-128,NA,10.18730/ZBED6,137,45,72,20040516,3,3,3,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2003-2004
1978-TRT-AE-129,NA,10.18730/ZBEE7,138,41.7,79,20040517,5,1,3,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2003-2004
1978-TRT-AE-150,NA,10.18730/ZBDPM,129,37.4,83,20040508,5,5,1,3,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2003-2004
1978-TRT-AE-151,NA,10.18730/ZBDQN,127,43.2,88,20040506,5,3,5,3,1,1,4,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2003-2004
1978-TRT-AE-156,NA,10.18730/ZBDWT,128,48,80,20040507,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2003-2004
1978-TRT-AE-157,NA,10.18730/ZBDGE,128,44,88,20040507,7,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2003-2004
1978-TRT-AE-166,NA,10.18730/ZBFH5,130,39.4,88,20040509,3,3,1,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2003-2004
1978-TRT-AE-187,NA,10.18730/ZBEMD,135,33.9,88,20040514,1,5,5,1,1,7,4,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2003-2004
1978-TRT-AE-197,NA,10.18730/ZBEWN,133,38.2,88,20040512,3,5,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2003-2004
1978-TRT-AE-199,NA,10.18730/ZBEYQ,133,42.4,81,20040512,7,3,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2003-2004
1978-TRT-AE-2,NA,10.18730/ZBG2P,130,37.5,71,20040509,1,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2003-2004
1978-TRT-AE-200,NA,10.18730/ZBEZR,128,49.2,88,20040507,3,3,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2003-2004
1978-TRT-AE-203,NA,10.18730/ZBF2V,130,39.9,79,20040509,3,5,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2003-2004
1978-TRT-AE-157,NA,10.18730/ZBDGE,133,51,85,20050513,7,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2004-2005
1956-TRT-AE-1,NA,10.18730/ZBGP5,140,52.7220630372493,135.7,20060520,5,3,3,1,1,9,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
1957-TRT-DU-567,NA,10.18730/ZBGBZ,140,58.4415584415584,154.2,20060520,5,3,3,1,1,9,4,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
1957-TRT-DU-754,NA,10.18730/ZBGC*,140,49.6551724137931,150.8,20060520,7,3,5,6,1,9,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
1957-TRT-DU-765,NA,10.18730/ZBGD~,140,47.7653631284916,146.9,20060520,7,3,1,6,1,9,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
1958-TRT-DU-206,NA,10.18730/ZBGH0,139,48.9177489177489,145.3,20060519,7,1,5,3,1,9,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
1958-TRT-DU-69,NA,10.18730/ZBGF=,140,53.75,134.4,20060520,5,3,3,6,1,9,4,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
1958-TRT-DU-9,NA,10.18730/ZBGE$,140,55.4817275747508,146.2,20060520,5,3,5,3,1,9,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
1958-TRT-DU-99,NA,10.18730/ZBGGU,140,49.859943977591,156.7,20060520,7,3,1,6,1,9,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
1964-TRT-AE-2,NA,10.18730/ZBGZE,138,46.5346534653465,120,20060518,7,5,1,3,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
1974-TRT-AE-52,NA,10.18730/ZBDHF,133,44,74.85,20060513,5,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
1978-TRT-AE-157,NA,10.18730/ZBDGE,135,52.5,95,20060515,7,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
1978-TRT-AE-241,NA,10.18730/ZBGM3,142,39.8255813953488,118.9,20060522,5,3,3,1,1,9,4,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
1979-TRT-AE-271,NA,10.18730/ZBGQ6,132,47.0588235294118,95.65,20060512,5,5,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
1979-TRT-AE-274,NA,10.18730/ZBGT9,136,45.8445040214477,91.1,20060516,5,7,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
1979-TRT-AE-320,NA,10.18730/ZBGN4,136,47.4683544303798,111.4,20060516,3,3,1,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
1981-TRT-AE-68,NA,10.18730/ZBG7V,138,37.2964169381108,75.9,20060518,7,5,3,5,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
1981-TRT-AE-74,NA,10.18730/ZBGS8,135,44.2982456140351,81.3,20060515,5,5,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
1981-TRT-AE-77,NA,10.18730/ZBH0F,135,45.3416149068323,82.6,20060515,3,3,1,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
1981-TRT-AE-78,NA,10.18730/ZBGWB,133,39.7085610200364,94.7,20060513,5,1,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
1981-TRT-DU-1,NA,10.18730/ZBGJ1,141,50.7829977628635,85.5,20060521,5,3,3,1,1,9,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
1981-TRT-DU-2,NA,10.18730/ZBGK2,139,52.2831050228311,91.1,20060519,5,3,1,3,1,9,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
1988-TRT-AE-361,NA,10.18730/ZBGR7,135,41.1111111111111,102.7,20060515,3,3,3,6,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
1996-TRT-DU-3,NA,10.18730/ZBJ8J,138,61.2698412698413,104.6,20060518,5,3,3,1,1,9,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
1998-TRT-AE-2,NA,10.18730/ZBK49,127,45,95,20070507,5,3,3,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2001-TRT-AE-151,NA,10.18730/ZBGYD,138,49.1935483870968,116,20060518,5,5,5,3,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2001-TRT-AE-159,NA,10.18730/ZBGVA,136,43.3566433566434,85.3,20060516,5,5,3,3,1,1,4,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2001-TRT-AE-167,NA,10.18730/ZBG9X,132,39.8260869565217,84.2,20060512,5,5,5,1,1,1,2,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2001-TRT-AE-172,NA,10.18730/ZBGXC,133,46.2264150943396,92.7,20060513,7,3,3,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-AE-1,NA,10.18730/ZBH3J,132,39.5886889460154,82.4,20060512,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-AE-10,NA,10.18730/ZBHCV,135,37.847866419295,83,20060515,7,5,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-AE-11,NA,10.18730/ZBHDW,135,49.7222222222222,116.2,20060515,3,3,1,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-AE-12,NA,10.18730/ZBHEX,138,46.0893854748603,94,20060518,3,3,1,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-AE-13,NA,10.18730/ZBHFY,135,48.4633569739953,91.9,20060515,3,3,1,3,1,1,4,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-AE-14,NA,10.18730/ZBHGZ,132,48.6111111111111,90.95,20060512,3,3,1,3,1,1,4,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-AE-15,NA,10.18730/ZBHH*,138,40.4199475065617,127.6,20060518,5,5,5,3,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-AE-16,NA,10.18730/ZBHJ~,140,42.4870466321244,118.8,20060520,7,5,1,3,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-AE-17,NA,10.18730/ZBHK$,139,50.9554140127389,125.3,20060519,7,5,1,3,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-AE-18,NA,10.18730/ZBHM=,139,44.5141065830721,124.5,20060519,7,5,1,3,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-AE-19,NA,10.18730/ZBHNU,139,43.0079155672823,123.1,20060519,7,5,1,3,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-AE-2,NA,10.18730/ZBH4K,134,37.3983739837398,82.2,20060514,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-AE-20,NA,10.18730/ZBHP0,141,47.741935483871,141.8,20060521,5,7,1,1,1,7,4,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-AE-21,NA,10.18730/ZBHQ1,141,45.8015267175573,124.8,20060521,5,7,1,1,1,7,4,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-AE-22,NA,10.18730/ZBHR2,142,42.1940928270042,139.6,20060522,5,7,1,1,1,7,4,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-AE-23,NA,10.18730/ZBHS3,131,48.6842105263158,100.6,20060511,3,3,1,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-AE-24,NA,10.18730/ZBHT4,133,48.3552631578947,87.2,20060513,3,3,1,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-AE-25,NA,10.18730/ZBHV5,131,48.9539748953975,99.2,20060511,3,3,1,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-AE-26,NA,10.18730/ZBHW6,135,46.4396284829721,79.8,20060515,5,5,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-AE-27,NA,10.18730/ZBHX7,136,44.6808510638298,78.6,20060516,5,5,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-AE-28,NA,10.18730/ZBHY8,135,44.6808510638298,76.05,20060515,5,5,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-AE-29,NA,10.18730/ZBHZ9,136,38.7978142076503,104.2,20060516,3,3,3,6,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-AE-3,NA,10.18730/ZBH5M,133,49.0084985835694,89.7,20060513,3,3,1,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-AE-30,NA,10.18730/ZBJ0A,135,43.75,102,20060515,3,3,3,6,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-AE-31,NA,10.18730/ZBJ1B,135,38.6018237082067,105.3,20060515,3,3,3,6,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-AE-32,NA,10.18730/ZBJ2C,136,40.4092071611253,88.1,20060516,3,5,1,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-AE-33,NA,10.18730/ZBJ3D,134,40.7239819004525,88.4,20060514,3,5,1,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-AE-34,NA,10.18730/ZBJ4E,133,49.8069498069498,87.4,20060513,3,3,1,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-AE-35,NA,10.18730/ZBJ5F,133,43.8127090301003,82.5,20060513,3,3,1,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-AE-36,NA,10.18730/ZBJ6G,133,43.1952662721894,102.5,20060513,5,3,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-AE-37,NA,10.18730/ZBJ7H,131,40.9883720930233,98.6,20060511,5,3,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-AE-4,NA,10.18730/ZBH6N,132,54.2772861356932,86.05,20060512,3,3,1,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-AE-5,NA,10.18730/ZBH7P,132,42.914979757085,87.3,20060512,3,5,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-AE-6,NA,10.18730/ZBH8Q,134,37.527114967462,89.1,20060514,5,1,1,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-AE-7,NA,10.18730/ZBH9R,139,54.8387096774194,129.4,20060519,5,7,1,3,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-AE-8,NA,10.18730/ZBHAS,139,55.2727272727273,127.1,20060519,5,7,1,3,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-AE-9,NA,10.18730/ZBHBT,138,37.8787878787879,75.4,20060518,7,5,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-DU-1,NA,10.18730/ZBJ9K,139,55.1928783382789,154.3,20060519,7,1,5,3,1,9,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-DU-10,NA,10.18730/ZBJJW,139,51.8847006651885,94.3,20060519,5,3,3,1,1,9,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-DU-11,NA,10.18730/ZBJKX,139,47.8658536585366,154.4,20060519,5,3,3,1,1,9,4,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-DU-12,NA,10.18730/ZBJMY,139,55.0819672131148,152,20060519,5,3,3,1,1,9,4,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-DU-13,NA,10.18730/ZBJNZ,138,54.0268456375839,145.7,20060518,5,3,3,1,1,9,4,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-DU-14,NA,10.18730/ZBJP*,140,54.1528239202658,145.2,20060520,7,3,5,6,1,9,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-DU-15,NA,10.18730/ZBJQ~,140,55.7291666666667,143.7,20060520,7,3,5,6,1,9,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-DU-16,NA,10.18730/ZBJR$,139,46.5189873417722,139.8,20060519,5,3,5,3,1,9,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-DU-17,NA,10.18730/ZBJS=,140,50.8771929824561,147.2,20060520,5,3,5,3,1,9,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-DU-18,NA,10.18730/ZBJTU,139,46.0843373493976,137.5,20060519,5,3,5,3,1,9,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-DU-19,NA,10.18730/ZBJV0,138,47.0588235294118,132.8,20060518,7,3,1,6,1,9,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-DU-2,NA,10.18730/ZBJAM,139,54.6816479400749,145.7,20060519,7,1,5,3,1,9,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-DU-20,NA,10.18730/ZBJW1,138,50.1618122977346,139.6,20060518,7,3,1,6,1,9,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-DU-21,NA,10.18730/ZBJX2,140,58.8039867109635,108,20060520,5,3,1,3,1,9,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-DU-22,NA,10.18730/ZBJY3,138,53.1914893617021,94.5,20060518,5,3,1,3,1,9,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-DU-23,NA,10.18730/ZBJZ4,139,55.921052631579,97.5,20060519,5,3,3,1,1,9,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-DU-24,NA,10.18730/ZBK05,140,54.2772861356932,137.2,20060520,5,3,3,1,1,9,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-DU-3,NA,10.18730/ZBJBN,139,54.4910179640719,154.7,20060519,7,1,5,3,1,9,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-DU-4,NA,10.18730/ZBJCP,139,46.5909090909091,149.44,20060519,7,3,1,6,1,9,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-DU-5,NA,10.18730/ZBJDQ,139,47.6868327402135,149.8,20060519,7,3,1,6,1,9,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-DU-6,NA,10.18730/ZBJER,142,48.2093663911846,138.1,20060522,7,3,1,6,1,9,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-DU-7,NA,10.18730/ZBJFS,140,57.5688073394495,127.5,20060520,7,3,1,6,1,9,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
2021-TRT-DU-8,NA,10.18730/ZBJGT,140,55.9902200488998,139.4,20060520,5,3,3,6,1,9,4,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2005-2006
