accenumb,agent_id,doi,days_to_heading,thousand_kernel_weight,plant_height,date_of_heading,type_of_bush,leaf-flag_attitude,spike_attitude,spike_shape,spike_branching,spike_awnedness,glume_colour,name,description,campaign
2012-TRT-AE-152,NA,10.18730/ZBN94,125,30.8,75,20130504,3,5,5,3,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-153,NA,10.18730/ZBNA5,123,35.4,70,20130503,5,3,5,3,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-154,NA,10.18730/ZBNB6,126,25.7,80,20130506,7,3,5,3,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-155,NA,10.18730/ZBNC7,123,33.2,85,20130503,3,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-156,NA,10.18730/ZBND8,126,39.9,70,20130505,3,3,5,3,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-157,NA,10.18730/ZBNE9,124,31.3,70,20130504,3,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-158,NA,10.18730/ZBNFA,120,25,75,20130430,3,5,3,3,1,1,4,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-159,NA,10.18730/ZBNGB,124,32.8,70,20130504,7,3,7,1,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-160,NA,10.18730/ZBNHC,125,32.6,60,20130505,5,1,9,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-162,NA,10.18730/ZBRN1,132,38.9,85,20130512,3,3,3,3,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-163,NA,10.18730/ZBNJD,126,35.9,65,20130506,3,5,5,3,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-164,NA,10.18730/ZBNKE,125,39.6,80,20130505,3,5,5,1,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-165,NA,10.18730/ZBNMF,127,37.4,70,20130507,5,3,7,1,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-166,NA,10.18730/ZBNNG,129,38.7,70,20130509,5,3,5,1,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-168,NA,10.18730/ZBNPH,128,34,95,20130508,3,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-169,NA,10.18730/ZBNQJ,127,32.9,70,20130507,5,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-170,NA,10.18730/ZBRP2,134,39.7,100,20130514,3,3,7,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-171,NA,10.18730/ZBNRK,126,48.5,100,20130506,3,5,7,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-173,NA,10.18730/ZBNTN,125,45.8,100,20130505,3,5,7,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-174,NA,10.18730/ZBNVP,123,39.5,95,20130503,3,3,7,3,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-175,NA,10.18730/ZBNWQ,128,31.5,85,20130508,5,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-176,NA,10.18730/ZBNXR,126,45.2,95,20130506,5,3,7,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-177,NA,10.18730/ZBNYS,126,33.8,60,20130506,3,3,7,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-178,NA,10.18730/ZBRQ3,136,34.6,65,20130516,3,5,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-179,NA,10.18730/ZBNZT,125,32.9,85,20130505,3,5,5,5,1,5,4,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-180,NA,10.18730/ZBP0V,122,32,85,20130502,5,5,7,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-181,NA,10.18730/ZBP1W,134,30.9,60,20130514,3,5,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-183,NA,10.18730/ZBP2X,135,31,65,20130515,3,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-184,NA,10.18730/ZBRR4,135,32,75,20130515,3,5,7,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-185,NA,10.18730/ZBP3Y,123,35.2,65,20130503,5,3,7,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-186,NA,10.18730/ZBP4Z,128,38.9,70,20130908,5,1,7,3,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-187,NA,10.18730/ZBP5*,127,33.4,75,20130507,3,3,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-230,NA,10.18730/ZBQB~,125,41.6,115,20130505,7,3,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-231,NA,10.18730/ZBQA*,124,39,110,20130504,5,3,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-67,NA,10.18730/ZBQR9,129,44.93,70,20130509,5,5,5,3,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-68,NA,10.18730/ZBQ0P,125,38.12,90,20130505,5,3,7,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-69,NA,10.18730/ZBMCC,127,38.2,66,20130507,5,3,5,3,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-70,NA,10.18730/ZBQG1,124,34.4,80,20120503,5,3,5,3,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-71,NA,10.18730/ZBQQ8,128,39.2,68,20130508,7,5,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-72,NA,10.18730/ZBR2K,131,35.6,110,20130511,5,3,7,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-77,NA,10.18730/ZBR3M,130,34.6,100,20130510,7,3,7,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-78,NA,10.18730/ZBP8=,128,42.7,105,20130508,7,3,7,3,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-79,NA,10.18730/ZBR4N,130,37.5,95,20130510,5,5,5,1,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-80,NA,10.18730/ZBP9U,128,34.9,90,20130508,3,3,3,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-81,NA,10.18730/ZBMFF,122,47.4,79,20130502,5,3,7,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-82,NA,10.18730/ZBMGG,123,47.6,80,20130503,5,3,7,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-83,NA,10.18730/ZBR5P,132,40,110,20130512,3,5,7,1,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-84,NA,10.18730/ZBR6Q,121,45,100,20130501,3,3,5,3,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-86,NA,10.18730/ZBR7R,120,42.5,110,20130430,5,3,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-87,NA,10.18730/ZBPA0,129,44.4,110,20130509,5,3,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-88,NA,10.18730/ZBPB1,128,44.9,115,20130508,3,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-90,NA,10.18730/ZBR8S,120,52.6,120,20130430,3,3,1,5,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-91,NA,10.18730/ZBR9T,125,49.7,120,20130505,3,3,1,5,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-92,NA,10.18730/ZBRAV,120,54.6,105,20130430,3,5,3,1,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-AE-93,NA,10.18730/ZBPC2,127,39.1,110,20130507,3,1,1,5,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2012-TRT-DU-1,NA,10.18730/ZBQP7,127,45.9,90,20130507,9,5,3,1,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2013-TRT-AE-10,NA,10.18730/ZBQVC,125,38.6,105,20130505,5,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2013-TRT-AE-11,NA,10.18730/ZBQWD,124,32.8,100,20130504,7,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2013-TRT-AE-12,NA,10.18730/ZBMJJ,124,36.2,90,20130504,5,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2013-TRT-AE-13,NA,10.18730/ZBMKK,125,46,120,20130305,5,3,7,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2013-TRT-AE-14,NA,10.18730/ZBMMM,125,37.8,95,20130305,3,5,5,3,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2013-TRT-AE-15,NA,10.18730/ZBMNN,126,35,105,20130506,5,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2013-TRT-AE-16,NA,10.18730/ZBMPP,125,40.3,100,20130305,5,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2013-TRT-AE-17,NA,10.18730/ZBQXE,124,35.8,125,20130504,5,3,5,1,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2013-TRT-AE-18,NA,10.18730/ZBMQQ,124,40.6,100,20130504,5,3,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2013-TRT-AE-19,NA,10.18730/ZBMRR,124,36.8,110,20130504,5,3,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2013-TRT-AE-2,NA,10.18730/ZBQYF,127,40,105,20130507,7,5,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2013-TRT-AE-20,NA,10.18730/ZBMSS,124,44.6,100,20130504,5,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2013-TRT-AE-21,NA,10.18730/ZBMTT,130,34.8,140,20130510,3,5,5,3,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2013-TRT-AE-22,NA,10.18730/ZBMVV,125,39.4,100,20130305,5,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2013-TRT-AE-3,NA,10.18730/ZBQZG,134,41.2,65,20150514,7,3,7,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2013-TRT-AE-36,NA,10.18730/ZBQD=,122,46.8,105,20130502,5,3,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2013-TRT-AE-4,NA,10.18730/ZBR0H,130,40.2,105,20130510,7,3,5,1,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2013-TRT-AE-41,NA,10.18730/ZBMWW,124,32.8,115,20130504,5,3,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2013-TRT-AE-6,NA,10.18730/ZBR1J,127,39,100,20130507,7,3,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2013-TRT-AE-8,NA,10.18730/ZBMHH,121,40.2,90,20130501,5,3,5,3,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2013-TRT-AE-9,NA,10.18730/ZBQTB,124,35.4,95,20130504,5,3,5,3,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2016-TRT-AE-2,NA,10.18730/ZBP6~,126,39.8,105,20130506,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
2019-TRT-AE-73,NA,10.18730/ZBP7$,123,24.4,85,20130503,5,3,5,1,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2012-2013
1978-TRT-AE-157,NA,10.18730/ZBDGE,120,48.3,115,20140430,7,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
1978-TRT-AE-200,NA,10.18730/ZBEZR,119,48.4,110,20140429,3,3,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
1978-TRT-AE-203,NA,10.18730/ZBF2V,120,34.6,110,20140430,3,5,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
1981-TRT-AE-78,NA,10.18730/ZBGWB,119,39.4,115,20140429,5,1,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
1987-TRT-AE-456,NA,10.18730/ZBQH2,132,38.8392857142857,115,20140512,1,7,7,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
1987-TRT-AE-602,NA,10.18730/ZBQJ3,126,40.8,108,20140506,7,3,3,5,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
1988-TRT-AE-144,NA,10.18730/ZBQK4,127,47.9508196721312,115,20140507,3,5,7,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
1990-TRT-AE-238,NA,10.18730/ZBH1G,116,42,95,20140426,7,1,5,1,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
1990-TRT-AE-247,NA,10.18730/ZBQM5,132,42.0353982300885,115,20140512,1,5,7,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
1997-TRT-AE-1,NA,10.18730/ZBK27,121,34.8,100,20140501,5,5,5,3,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
1997-TRT-AE-2,NA,10.18730/ZBK38,119,40.2,110,20140429,7,3,5,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
1998-TRT-AE-1,NA,10.18730/ZBH2H,120,39.8,120,20140430,5,3,3,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
1998-TRT-AE-2,NA,10.18730/ZBK49,120,41,115,20140430,5,3,3,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
1998-TRT-AE-3,NA,10.18730/ZBK5A,118,34,100,20140428,5,3,7,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
1998-TRT-AE-4,NA,10.18730/ZBK6B,120,44.2,105,20140430,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
1998-TRT-AE-6,NA,10.18730/ZBK7C,119,38.8,105,20140429,7,3,3,5,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
2000-TRT-AE-128,NA,10.18730/ZAE7C,117,41.2,115,20140427,5,1,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
2000-TRT-AE-141,NA,10.18730/ZAEAF,120,48.4,120,20140430,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
2000-TRT-AE-142,NA,10.18730/ZAEBG,119,45.6,120,20140429,7,3,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
2000-TRT-AE-50,NA,10.18730/ZADFS,120,35.2,105,20140430,5,3,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
2000-TRT-AE-67,NA,10.18730/ZADHV,116,40.8,100,20140426,5,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
2000-TRT-AE-80,NA,10.18730/ZADKX,120,44.2,115,20140430,7,3,3,1,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
2000-TRT-AE-85,NA,10.18730/ZADP*,116,48.8,100,20140426,5,5,7,1,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
2000-TRT-AE-89,NA,10.18730/ZADQ~,115,41.4,95,20140425,7,3,5,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
2000-TRT-AE-92,NA,10.18730/ZADR$,119,44.6,95,20140429,5,1,3,5,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
2001-TRT-AE-111,NA,10.18730/ZBKJQ,113,40.4,95,20140423,5,3,5,1,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
2001-TRT-AE-137,NA,10.18730/ZBPPC,122,43.6123348017621,95,20140502,7,5,7,1,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
2001-TRT-AE-141,NA,10.18730/ZBKKR,120,38.5650224215247,105,20140430,7,3,7,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
2001-TRT-AE-142,NA,10.18730/ZBKMS,117,40.5263157894737,115,20140427,7,3,5,3,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
2001-TRT-AE-172,NA,10.18730/ZBGXC,121,44.6,110,20140501,7,3,3,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
2001-TRT-AE-180,NA,10.18730/ZBKFM,115,38.2,105,20140425,5,3,7,1,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
2001-TRT-AE-213,NA,10.18730/ZBPMA,125,39.2,115,20140505,7,3,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
2001-TRT-AE-295,NA,10.18730/ZBKGN,118,45.8,120,20140428,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
2001-TRT-AE-296,NA,10.18730/ZBKHP,115,47.2,110,20140425,3,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
2001-TRT-AE-57,NA,10.18730/ZBKEK,119,42.6,110,20140429,7,5,5,3,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
2008-TRT-AE-1,NA,10.18730/ZBKNT,119,38.1974248927039,95,20140429,5,3,7,1,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
2008-TRT-AE-10,NA,10.18730/ZBQN6,119,47.1153846153846,105,20140429,7,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
2008-TRT-AE-11,NA,10.18730/ZBKW~,120,35.1063829787234,95,20140430,5,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
2008-TRT-AE-12,NA,10.18730/ZBKX$,116,37.2727272727273,95,20140426,7,3,5,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
2008-TRT-AE-13,NA,10.18730/ZBPRE,125,45.2,95,20140505,7,3,7,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
2008-TRT-AE-2,NA,10.18730/ZBKPV,118,37.3271889400922,80,20140428,5,3,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
2008-TRT-AE-3,NA,10.18730/ZBKQW,117,41.1483253588517,100,20140427,7,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
2008-TRT-AE-4,NA,10.18730/ZBKRX,116,44.392523364486,100,20140426,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
2008-TRT-AE-5,NA,10.18730/ZBKSY,122,41.1522633744856,110,20140502,5,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
2008-TRT-AE-7,NA,10.18730/ZBKTZ,119,44.6601941747573,100,20140429,7,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
2008-TRT-AE-8,NA,10.18730/ZBKV*,121,43.3884297520661,100,20140501,5,3,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
2008-TRT-AE-9,NA,10.18730/ZBPQD,124,48.5,98,20140504,5,3,5,5,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
2009-TRT-AE-19,NA,10.18730/ZBKY=,120,44.4,105,20140430,5,3,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
2009-TRT-AE-21,NA,10.18730/ZBQC$,125,39.6,115,20140505,7,3,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
2010-TRT-AE-1,NA,10.18730/ZBQSA,120,37.5,60,20140430,5,5,5,3,1,7,4,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
2010-TRT-AE-10,NA,10.18730/ZBM11,118,44.6,100,20140428,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
2010-TRT-AE-11,NA,10.18730/ZBPVH,123,36.4,85,20140503,7,5,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
2010-TRT-AE-12,NA,10.18730/ZBM22,120,43.8,105,20140430,5,3,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2013-2014
