accenumb,campaign,days_to_heading,thousand_kernel_weight,plant_height
C0101553,2008-2009,216,NA,92
C0101554,2008-2009,224,NA,123.67
C0101555,2008-2009,216,NA,113.33
C0101556,2008-2009,224,NA,130.33
C0101557,2008-2009,216,NA,111.67
C0101559,2008-2009,223,NA,121.33
C0101560,2008-2009,216,NA,119.67
C0101561,2008-2009,224,NA,125.33
C0101562,2008-2009,222,NA,92.67
C0101563,2008-2009,227,NA,90
C0101564,2008-2009,234,NA,64
C0101565,2008-2009,227,NA,100.67
C0101566,2008-2009,222,NA,78
C0101567,2008-2009,215,NA,80
C0101568,2008-2009,222,NA,87
C0101569,2008-2009,225,NA,79.67
C0101570,2008-2009,221,NA,97
C0101571,2008-2009,239,NA,95.33
C0101572,2008-2009,230,NA,91
C0101573,2008-2009,228,NA,89.67
C0101574,2008-2009,227,NA,93
C0101575,2008-2009,227,NA,86.33
C0101576,2008-2009,220,NA,106.67
C0101578,2008-2009,225,NA,99.33
C0101579,2008-2009,222,NA,90
C0101580,2008-2009,230,NA,89.33
C0101581,2008-2009,225,NA,96
C0101582,2008-2009,222,NA,84.67
C0101583,2008-2009,219,NA,79.33
C0101634,2008-2009,209,46.05,86.92
C0101635,2008-2009,216,42.7,88.42
C0101636,2008-2009,214,41.75,78.005
C0101637,2008-2009,210,47.1,87.005
C0101638,2008-2009,212,43.45,80.17
C0101639,2008-2009,220,43.65,89.67
C0101640,2008-2009,214,47.75,94
C0101641,2008-2009,215,47.4,78.17
C0101642,2008-2009,216,46.75,92.17
C0101643,2008-2009,218,46.85,102
C0101644,2008-2009,214,47.4,87.585
C0101645,2008-2009,216,45.35,87.17
C0101646,2008-2009,216,52.85,88.335
C0101646,2008-2009,216,38.2,126.255
C0101646,2008-2009,216,NA,69.67
C0101647,2008-2009,213,51.85,98.25
C0101648,2008-2009,213,41.45,84.67
C0101649,2008-2009,218,46.5,104.085
C0101650,2008-2009,211,48.65,81.92
C0101651,2008-2009,212,48.65,82.67
C0101653,2008-2009,212,50,81.25
C0101654,2008-2009,212,48,80.92
C0101655,2008-2009,211,52,69.005
C0101656,2008-2009,213,52.85,91.085
C0101657,2008-2009,216,50.55,79.58
C0101658,2008-2009,207,43.65,79.335
C0101659,2008-2009,213,34.65,84.67
C0101660,2008-2009,215,42.5,90.835
C0101662,2008-2009,212,46.85,86.415
C0101663,2008-2009,209,49.65,91.84
C0101664,2008-2009,213,47.4,82
C0101665,2008-2009,215,51.35,87.5
C0101666,2008-2009,209,50.65,80.0025
C0101667,2008-2009,209,52.55,92.835
C0101668,2008-2009,211,48.3,78.255
C0101669,2008-2009,209,45.2,82.835
C0101825,2008-2009,222,42.15,130.335
C0102001,2008-2009,220,55.25,108.42
C0102088,2008-2009,219,35.95,124.585
C0102132,2008-2009,224,40.7,145
C0102171,2008-2009,223,36.45,124.005
C0102172,2008-2009,223,37.8,131.835
C0102173,2008-2009,223,39.45,125.1675
C0102174,2008-2009,223,43.05,134.25
C0102175,2008-2009,219,43.55,130.585
C0102177,2008-2009,228,34.5,121.835
C0102178,2008-2009,220,41.75,130.255
C0102179,2008-2009,218,46.95,122.42
C0102180,2008-2009,219,40.65,120.415
C0102181,2008-2009,220,41.9,129.75
C0102182,2008-2009,219,34.7,121.835
C0102183,2008-2009,223,44.15,130.17
C0102184,2008-2009,223,41.75,130.42
C0102185,2008-2009,217,44.15,122.67
C0102186,2008-2009,224,48.85,113.835
C0102190,2008-2009,213,53.95,127.75
C0102191,2008-2009,213,44.15,124.67
C0102192,2008-2009,214,45.55,125.5
C0102193,2008-2009,213,47.1,120.835
C0102194,2008-2009,216,44.65,127.5
C0102195,2008-2009,215,46.8,131.25
C0102196,2008-2009,216,47.65,130.835
C0102197,2008-2009,216,45.6,125.17
C0102199,2008-2009,216,50.8,125.17
C0102200,2008-2009,224,44.2,128.085
C0102202,2008-2009,215,45.4,126.67
C0102203,2008-2009,218,42.1,128.67
C0102204,2008-2009,216,47.9,130.085
C0102205,2008-2009,214,50.8,128.665
C0102206,2008-2009,215,43.45,129.585
C0102209,2008-2009,210,45.05,125.585
C0102210,2008-2009,213,45.85,125.09
C0102211,2008-2009,215,41.4,132.835
C0102212,2008-2009,214,42.7,116.665
C0102213,2008-2009,216,46.8,127.085
C0102214,2008-2009,212,42.85,122.42
C0102216,2008-2009,215,41.7,127.67
C0102217,2008-2009,209,46.2,125.415
C0102218,2008-2009,216,44.85,131.165
C0102219,2008-2009,220,43.95,113.755
C0102425,2008-2009,206,NA,86.33
C0102470,2008-2009,209,44.95,93.005
C0102524,2008-2009,213,46.9,93.17
C0102607,2008-2009,213,40.4,87.835
C0102615,2008-2009,214,48,77.505
C0102675,2008-2009,213,44.35,88.085
C0102682,2008-2009,209,52.2,89.255
C0102685,2008-2009,210,45.85,85.505
C0102700,2008-2009,212,48.55,98.505
C0102723,2008-2009,214,49.2,90.25
C0102731,2008-2009,217,46.65,90.335
C0102732,2008-2009,215,50.3,88.67
C0102733,2008-2009,218,49.9,98.42
C0102734,2008-2009,216,49.25,96.42
C0102735,2008-2009,216,48.1,94.5
C0102834,2008-2009,219,50.45,88.915
C0102861,2008-2009,227,46.4,107.665
C0102862,2008-2009,220,41.3,122.835
C0102863,2008-2009,213,48.95,86
C0102864,2008-2009,213,47.3,126.835
C0102895,2008-2009,213,53.1,98
C0102896,2008-2009,220,49.35,90.17
C0103009,2008-2009,213,50.05,91.42
C0103020,2008-2009,213,47.2,83.59
C0103148,2008-2009,209,50.85,88.92
C0103149,2008-2009,218,51.05,90.09
C0103151,2008-2009,216,50.4,91.17
C0103168,2008-2009,213,51.15,93.585
C0103251,2008-2009,213,51.55,77.67
C0103252,2008-2009,213,52.5,81.17
C0103271,2008-2009,216,52.75,86.255
C0103279,2008-2009,216,44.75,87.17
C0103288,2008-2009,213,51.95,94.09
C0103301,2008-2009,213,54.65,91.59
C0103303,2008-2009,216,50.45,96.67
C0103342,2008-2009,218,50.7,80.42
C0103347,2008-2009,220,48.2,119.84
C0103363,2008-2009,213,48.9,93.165
C0103387,2008-2009,209,42.6,87.505
C0103400,2008-2009,213,42.6,81.92
C0103549,2008-2009,223,36.75,68.835
C0103564,2008-2009,215,49.55,78.255
C0103655,2008-2009,233,33.6,108.42
C0103656,2008-2009,220,44.4,133.92
C0103662,2008-2009,212,46.3,94.085
C0103668,2008-2009,215,51.65,87.67
C0103713,2008-2009,213,50.35,95.25
C0103714,2008-2009,208,43.9,83.165
C0103738,2008-2009,222,NA,68
C0103819,2008-2009,220,37.6,124.255
C0103820,2008-2009,216,41.95,126.835
C0103821,2008-2009,219,44.75,123.835
C0103822,2008-2009,226,38.95,114.09
C0103823,2008-2009,216,44.35,138.505
C0103824,2008-2009,220,40.3,130.42
C0103825,2008-2009,220,41.75,123.085
C0103826,2008-2009,219,37.95,127.42
C0103827,2008-2009,219,48.95,134.92
C0103828,2008-2009,214,43.65,119.92
C0103829,2008-2009,213,44,124.5
C0103830,2008-2009,218,49,129.335
C0103831,2008-2009,221,45.25,122.92
C0103832,2008-2009,220,41.4,128.84
C0103833,2008-2009,218,38.15,126.17
C0103834,2008-2009,220,38.775,122.585
C0103835,2008-2009,217,43.2,132.67
C0103836,2008-2009,218,35.45,117.085
C0103837,2008-2009,221,35.35,123.585
C0103838,2008-2009,223,44.3,135.17
C0103839,2008-2009,219,45.5,117.085
C0103840,2008-2009,218,34.4,120.67
C0103841,2008-2009,226,46.75,118.835
C0103842,2008-2009,225,35.1,128.085
C0103843,2008-2009,223,42.15,126.17
C0103844,2008-2009,225,40.1,130.92
C0103845,2008-2009,223,36.3,120.5
C0103846,2008-2009,222,42.15,124.42
C0103847,2008-2009,216,48.8,126.92
C0103848,2008-2009,216,50.7,118.585
C0103849,2008-2009,219,41.35,109.17
C0103850,2008-2009,219,47.3,125.335
C0103851,2008-2009,218,48.45,117.255
C0103852,2008-2009,218,45.5,103.67
C0103853,2008-2009,218,51.5,102.915
C0103854,2008-2009,221,53.85,85.34
C0103888,2008-2009,232,36.6,131.42
C0103900,2008-2009,220,46,83.75
C0103975,2008-2009,224,NA,68
C0103979,2008-2009,213,47.15,93.005
C0103980,2008-2009,213,56.35,84.49
C0104040,2008-2009,213,47.9,97.415
C0104049,2008-2009,213,51.2,91.17
C0104249,2008-2009,210,48.85,93.335
C0104250,2008-2009,210,50.75,93.585
C0104446,2008-2009,219,53.45,85.67
C0104447,2008-2009,219,47.9,84.585
C0104448,2008-2009,225,53.8,101.5
C0104449,2008-2009,219,46.1,91.585
C0104450,2008-2009,219,48.7,89.085
C0104451,2008-2009,224,41.2,70.085
C0104452,2008-2009,218,47.35,94.17
C0104456,2008-2009,215,54.15,99.92
C0104457,2008-2009,218,55.15,94.085
C0104458,2008-2009,217,50.9,99.835
C0104459,2008-2009,215,54.95,96.17
C0104460,2008-2009,217,52.05,95
C0104461,2008-2009,217,48.7,96.92
C0104517,2008-2009,203,NA,90.67
C0104531,2008-2009,216,44.4,124.255
C0104538,2008-2009,200,53.5,93.67
C0104539,2008-2009,209,45.5,99.67
C0104540,2008-2009,208,44.3,84.33
C0104541,2008-2009,206,43.4,96.67
C0104542,2008-2009,207,50,93
C0104543,2008-2009,202,46.6,82
C0104544,2008-2009,205,48.2,92
C0104545,2008-2009,206,52.4,95
C0104546,2008-2009,205,45,89.33
C0104547,2008-2009,206,51,91
C0104548,2008-2009,202,53.9,100.67
C0104549,2008-2009,203,50.6,93
C0104550,2008-2009,202,50.6,95.33
C0104551,2008-2009,200,45,89.67
C0104552,2008-2009,204,45,94
C0104553,2008-2009,204,45.9,96.23
C0104554,2008-2009,210,48.6,99
C0104555,2008-2009,209,47.2,95
C0104556,2008-2009,202,56.4,92
C0104557,2008-2009,202,51.9,90
C0104558,2008-2009,208,46.1,98.67
C0104559,2008-2009,204,48.8,105.33
C0104560,2008-2009,210,57.6,82
C0104562,2008-2009,211,57.2,88.67
C0104563,2008-2009,202,49.6,82.33
C0104564,2008-2009,208,51.2,83.33
C0104565,2008-2009,220,51.7,71.33
C0104566,2008-2009,215,59.8,84.33
C0104567,2008-2009,212,58.7,86
C0104568,2008-2009,223,42.9,81
C0104569,2008-2009,209,42.7,79.67
C0104570,2008-2009,206,44.4,84.33
C0104571,2008-2009,206,40.2,82
C0104572,2008-2009,214,42.4,89.67
C0104573,2008-2009,212,43.9,82
C0104574,2008-2009,207,48.7,86
C0104575,2008-2009,204,45.9,89.33
C0104576,2008-2009,208,44.7,82.67
C0104577,2008-2009,207,49,93.33
C0104578,2008-2009,206,56.1,88
C0104579,2008-2009,203,54.5,87.33
C0104580,2008-2009,219,48.5,95.33
C0104581,2008-2009,219,49.7,91.67
C0104582,2008-2009,208,47.9,91.67
C0104583,2008-2009,206,44.8,83.33
C0104584,2008-2009,208,46.9,81.33
C0104585,2008-2009,208,45.3,87
C0104591,2008-2009,208,46.8,91
C0104592,2008-2009,213,40.1,89.67
C0104593,2008-2009,210,51.1,92
C0104594,2008-2009,208,51.6,95
C0104595,2008-2009,204,55.5,79.67
C0104596,2008-2009,204,55,78.67
C0104597,2008-2009,208,57.4,74.67
C0104598,2008-2009,209,58,77
C0104599,2008-2009,221,46.8,80
C0104600,2008-2009,219,51.4,97.33
C0104601,2008-2009,221,56.2,72
C0104602,2008-2009,204,50.3,96
C0104603,2008-2009,204,55,88
C0104604,2008-2009,210,50.3,85
C0104605,2008-2009,210,51.4,86.67
C0104606,2008-2009,211,50.6,81.67
C0104607,2008-2009,213,48.8,88
C0104608,2008-2009,214,39.8,74
C0104609,2008-2009,215,38.5,77.67
C0104610,2008-2009,211,51.2,77.67
C0104611,2008-2009,215,41.7,76.33
C0104612,2008-2009,211,49.5,83.67
C0104613,2008-2009,212,38.9,90.33
C0104614,2008-2009,205,44.1,87
C0104615,2008-2009,205,47.7,94.33
C0104616,2008-2009,204,46.5,94
C0104617,2008-2009,205,44.9,88
C0104618,2008-2009,205,55.6,99.67
C0104619,2008-2009,204,48,95.33
C0104620,2008-2009,207,43.9,94.67
C0104621,2008-2009,204,54.9,102.33
C0104622,2008-2009,202,51.3,97
C0104623,2008-2009,204,51,99.67
C0104624,2008-2009,200,56.7,102.67
C0104625,2008-2009,206,47.4,98.67
C0104626,2008-2009,206,47.8,100
C0104627,2008-2009,202,53.2,103.67
C0104628,2008-2009,205,50,89.67
C0104629,2008-2009,203,48,94
C0104630,2008-2009,208,50.5,92.67
C0104631,2008-2009,204,57.6,101.33
C0104632,2008-2009,202,52.9,101
C0104633,2008-2009,204,54.7,90
C0104634,2008-2009,205,51.7,86.33
C0104635,2008-2009,203,53.9,100.67
C0104636,2008-2009,200,52.8,97.33
C0104637,2008-2009,207,54.7,99.33
C0104638,2008-2009,206,57.9,94.67
C0104639,2008-2009,203,54.7,101.67
C0104642,2008-2009,210,47.2,70.67
C0104643,2008-2009,206,49,86
C0104644,2008-2009,209,42.3,96.33
C0104645,2008-2009,208,50.3,99.67
C0104646,2008-2009,207,41.4,86
C0104647,2008-2009,208,50.2,87
C0104648,2008-2009,213,45.1,89
C0104649,2008-2009,203,56.4,93.33
C0104650,2008-2009,205,45.3,85.33
C0104652,2008-2009,202,54.9,87.67
C0104653,2008-2009,202,51.5,96
C0104654,2008-2009,203,51.4,99.67
C0104655,2008-2009,206,50.9,96.67
C0104656,2008-2009,205,50.5,97.33
C0104657,2008-2009,202,54.1,90.33
C0104658,2008-2009,202,49.3,86
C0104659,2008-2009,206,47.2,95
C0104660,2008-2009,204,53.6,98.33
C0104661,2008-2009,206,52.9,98.67
C0104662,2008-2009,202,57.9,96
C0104664,2008-2009,210,47.25,89.67
C0104665,2008-2009,210,44.7,81.67
C0104666,2008-2009,206,48.9,82
C0104683,2008-2009,210,44.9,84.92
C0104701,2008-2009,219,45.1,82.67
C0104703,2008-2009,226,47.65,91.34
C0104711,2008-2009,221,46.2,121.505
C0104712,2008-2009,223,45.15,125.67
C0104713,2008-2009,223,47.05,123.085
C0104714,2008-2009,223,44.5,124.25
C0104715,2008-2009,223,42.3,132.75
C0104716,2008-2009,225,43.45,124.335
C0104717,2008-2009,225,45.7,131.755
C0104718,2008-2009,225,38.25,117.92
C0104719,2008-2009,235,46.3,128.25
C0104720,2008-2009,223,44.75,131.505
C0104721,2008-2009,226,44.5,128.67
C0104722,2008-2009,216,49.9,127.335
C0104723,2008-2009,223,50.85,138.835
C0104724,2008-2009,220,45.05,123.085
C0104725,2008-2009,218,42.1,139.17
C0104726,2008-2009,222,37.8,115
C0104727,2008-2009,228,39.4,128.25
C0104728,2008-2009,215,47.6,136.67
C0104729,2008-2009,223,42.45,141.5
C0104730,2008-2009,223,38.5,125.67
C0104731,2008-2009,223,36.4,126.92
C0104732,2008-2009,216,44.15,125.835
C0104733,2008-2009,216,42.3,129.835
C0104734,2008-2009,216,40.75,125.42
C0104735,2008-2009,214,46.45,130.415
C0104736,2008-2009,219,45.25,123.835
C0104737,2008-2009,218,35,121.42
C0104738,2008-2009,220,42.8,112.42
C0104739,2008-2009,220,39,117.42
C0104740,2008-2009,226,36.1,117.5
C0104741,2008-2009,219,34.8,115.17
C0104742,2008-2009,219,39.15,114.75
C0104743,2008-2009,220,45.95,119.5
C0104744,2008-2009,223,37.95,134.25
C0104745,2008-2009,224,38.1,127.92
C0104746,2008-2009,218,44.3,125.25
C0104747,2008-2009,224,34.05,123.335
C0104748,2008-2009,221,40.3,133.665
C0104749,2008-2009,218,47,127.34
C0104750,2008-2009,225,41.1,120.165
C0104751,2008-2009,223,42.75,118.92
C0104752,2008-2009,220,45.05,128.755
C0104753,2008-2009,214,45.45,122.915
C0104754,2008-2009,NA,44.95,125.335
C0104755,2008-2009,216,39.9,122.335
C0104756,2008-2009,221,41.6,122.085
C0104757,2008-2009,223,38.05,126.085
C0104758,2008-2009,223,37,120.585
C0104759,2008-2009,220,40.9,102.67
C0104760,2008-2009,220,44.6,121
C0104761,2008-2009,221,45.3,134.005
C0104762,2008-2009,224,41.05,113.255
C0104763,2008-2009,224,40.6,121.585
C0104764,2008-2009,218,41.65,108.085
C0104766,2008-2009,216,45.5,123.835
C0104767,2008-2009,223,44.85,120.5
C0104768,2008-2009,215,41.3,122.92
C0104769,2008-2009,218,42.95,130.33
C0104770,2008-2009,220,40.15,119.42
C0104771,2008-2009,215,48.9,122.17
C0104772,2008-2009,220,46.1,119.67
C0104773,2008-2009,222,47.3,135.75
C0104774,2008-2009,224,45.85,112.585
C0104775,2008-2009,216,44.75,112.75
C0104776,2008-2009,220,44.15,122.165
C0104777,2008-2009,218,45.35,119.085
C0104778,2008-2009,223,45.8,117.67
C0104779,2008-2009,224,46.85,93.42
C0104780,2008-2009,214,41,103.085
C0104781,2008-2009,218,51,93.755
C0104782,2008-2009,211,44.45,110.755
C0104783,2008-2009,219,37.15,125.335
C0104784,2008-2009,214,47.8,115.92
C0104785,2008-2009,215,44.9,121.25
C0104786,2008-2009,220,49.75,128.165
C0104787,2008-2009,219,48.65,123.005
C0104788,2008-2009,220,36.4,123.665
C0104789,2008-2009,218,45.55,128.92
C0104790,2008-2009,223,46.05,134.42
C0104791,2008-2009,214,42.85,130.835
C0104792,2008-2009,216,50.6,125.42
C0104793,2008-2009,216,46.8,124.17
C0104794,2008-2009,223,37.85,126
C0104795,2008-2009,222,46.55,134.92
C0104796,2008-2009,215,43.35,83.335
C0105030,2008-2009,220,38.1,94.835
C0100025,2010-2011,218,NA,83
C0100026,2010-2011,216,NA,77.67
C0100031,2010-2011,222,NA,87.67
C0100034,2010-2011,221,NA,100.33
C0100036,2010-2011,218,NA,87
C0100052,2010-2011,220,NA,69
C0100106,2010-2011,228,NA,84.67
C0100107,2010-2011,229,NA,87.67
C0100122,2010-2011,230,NA,81
C0100158,2010-2011,227,NA,85
C0100248,2010-2011,228,NA,109.67
C0100266,2010-2011,218,NA,106.67
C0100296,2010-2011,218,NA,107.33
C0100307,2010-2011,218,NA,92
C0100308,2010-2011,218,NA,85.67
C0100335,2010-2011,232,NA,108.67
C0100365,2010-2011,211,NA,91.33
C0100368,2010-2011,219,NA,83
C0100375,2010-2011,219,NA,95
C0100381,2010-2011,228,37.2,74.33
C0100386,2010-2011,221,NA,106.67
C0100409,2010-2011,221,NA,106.67
C0100464,2010-2011,218,NA,78
C0100480,2010-2011,211,NA,81.67
C0100507,2010-2011,230,NA,95.67
C0100584,2010-2011,218,NA,79
C0100588,2010-2011,218,NA,94
C0100603,2010-2011,218,NA,104.67
C0100657,2010-2011,230,NA,95
C0100671,2010-2011,222,NA,104.67
C0100703,2010-2011,216,NA,118
C0101212,2010-2011,228,NA,85.33
C0101216,2010-2011,230,NA,97.33
C0101254,2010-2011,228,NA,84.33
C0101292,2010-2011,232,NA,78
C0101295,2010-2011,222,NA,92
C0101537,2010-2011,219,NA,91
C0101577,2010-2011,225,NA,95.33
C0101673,2010-2011,NA,NA,151.67
C0102739,2010-2011,218,43.3,78.67
C0102740,2010-2011,228,NA,87
C0102928,2010-2011,227,NA,93
C0102929,2010-2011,228,NA,80.33
C0103978,2010-2011,221,NA,97.33
C0104586,2010-2011,223,52.8,80.33
C0104640,2010-2011,221,NA,94.67
C0104641,2010-2011,225,NA,99.67
C0104675,2010-2011,207,NA,62.67
C0104676,2010-2011,214,NA,68
C0104682,2010-2011,221,NA,94.67
C0104684,2010-2011,221,52,95
C0104686,2010-2011,215,NA,93
C0104687,2010-2011,222,NA,84.67
C0104688,2010-2011,217,NA,82.33
C0104689,2010-2011,217,NA,104.67
C0104690,2010-2011,222,NA,95.33
C0104691,2010-2011,219,NA,85.67
C0104694,2010-2011,NA,NA,93
C0104697,2010-2011,209,NA,75
C0104698,2010-2011,221,NA,94
C0104699,2010-2011,215,NA,97
C0104700,2010-2011,224,NA,121
C0104703,2010-2011,226,NA,104
C0104704,2010-2011,224,NA,95.67
C0104705,2010-2011,221,NA,79
C0104706,2010-2011,222,NA,80.33
C0104710,2010-2011,223,NA,98
C0104798,2010-2011,222,NA,84.67
C0104799,2010-2011,228,NA,106.67
C0104800,2010-2011,228,NA,109
C0104801,2010-2011,232,NA,52.67
C0104802,2010-2011,229,NA,114.67
C0104803,2010-2011,228,NA,95
C0104804,2010-2011,224,NA,97.67
C0104805,2010-2011,208,NA,60.67
C0104806,2010-2011,209,NA,58.67
C0104807,2010-2011,207,NA,78
C0104808,2010-2011,214,NA,65
C0104809,2010-2011,209,NA,64.33
C0104810,2010-2011,209,NA,60
C0104811,2010-2011,208,NA,64
C0104812,2010-2011,208,NA,77.33
C0104813,2010-2011,214,NA,70
C0104814,2010-2011,210,NA,69.33
C0104815,2010-2011,209,NA,70.67
C0104816,2010-2011,209,NA,66.67
C0104817,2010-2011,207,NA,65.67
C0104819,2010-2011,209,NA,71.33
C0104820,2010-2011,208,NA,74.67
C0104821,2010-2011,207,NA,72.67
C0104822,2010-2011,207,NA,67.67
C0104823,2010-2011,225,32.7,75.67
C0104824,2010-2011,225,NA,96.33
C0104825,2010-2011,217,NA,97.33
C0104826,2010-2011,218,NA,86.67
C0104827,2010-2011,222,NA,80
C0104828,2010-2011,218,NA,69.67
C0104830,2010-2011,224,NA,88.33
C0104832,2010-2011,219,NA,94.67
C0104833,2010-2011,224,NA,87.33
C0104834,2010-2011,222,NA,82.67
C0104835,2010-2011,223,NA,101.33
C0104836,2010-2011,224,NA,79.67
C0104837,2010-2011,221,NA,92.33
C0104842,2010-2011,222,NA,93.67
C0104845,2010-2011,228,28.3,113.67
C0104846,2010-2011,225,68,110.67
C0104847,2010-2011,230,31.3,97
C0104848,2010-2011,229,33.3,91.33
C0104849,2010-2011,221,54,122.33
C0104850,2010-2011,229,NA,96
C0104851,2010-2011,227,44.3,98.33
C0104852,2010-2011,234,33.3,112
C0104853,2010-2011,231,53.5,107
C0104854,2010-2011,230,37.5,93.67
C0104857,2010-2011,237,NA,118
C0104858,2010-2011,236,NA,110
C0104859,2010-2011,237,NA,118.33
C0104860,2010-2011,236,NA,108.33
C0104861,2010-2011,237,NA,124.67
C0104862,2010-2011,228,NA,142
C0104864,2010-2011,221,NA,97.67
C0104865,2010-2011,229,NA,77
C0104868,2010-2011,228,NA,127
C0104869,2010-2011,231,NA,148.67
C0104870,2010-2011,232,NA,124.33
C0104871,2010-2011,227,NA,121
C0104872,2010-2011,231,NA,131
C0104873,2010-2011,230,NA,141
C0104874,2010-2011,230,NA,137.33
C0104875,2010-2011,230,NA,137.33
C0104876,2010-2011,230,NA,142.33
C0104877,2010-2011,231,NA,110
C0104878,2010-2011,230,NA,142.33
C0104879,2010-2011,230,NA,134
C0104880,2010-2011,230,NA,147
C0104881,2010-2011,228,NA,120
C0104882,2010-2011,231,NA,59.67
C0104883,2010-2011,228,NA,124.67
C0104884,2010-2011,230,NA,114.67
C0104885,2010-2011,230,NA,122.33
C0104886,2010-2011,230,NA,124.67
C0104887,2010-2011,232,NA,129
C0104889,2010-2011,232,NA,139
C0104890,2010-2011,231,NA,133
C0104891,2010-2011,231,NA,140
C0104892,2010-2011,232,NA,142
C0104893,2010-2011,229,NA,95.33
C0104898,2010-2011,225,39.3,127.67
C0104899,2010-2011,227,64.7,108
C0104900,2010-2011,228,36,112.33
C0104901,2010-2011,231,NA,111.33
C0104902,2010-2011,228,45,120.33
C0104903,2010-2011,232,30.4,109.67
C0105192,2010-2011,236,NA,97.33
C0105314,2010-2011,228,62.5,125
C0105319,2010-2011,231,NA,115.33
C0105320,2010-2011,228,NA,102.33
C0105321,2010-2011,237,NA,109
C0105328,2010-2011,229,NA,98.67
C0105329,2010-2011,230,NA,124
C0105330,2010-2011,232,NA,135.67
C0105386,2010-2011,229,NA,100.2
C0105396,2010-2011,218,NA,115.67
C0105403,2010-2011,225,NA,99.33
C0105412,2010-2011,230,NA,97.33
C0105413,2010-2011,231,NA,90.67
C0105416,2010-2011,226,NA,81.67
C0105848,2010-2011,225,NA,107.67
C0100281,2011-2012,227,NA,78.33
C0100328,2011-2012,227,NA,83
C0100411,2011-2012,NA,NA,60
C0100463,2011-2012,222,46,70.67
C0100578,2011-2012,226,43.2,76.67
C0100727,2011-2012,227,NA,81.33
C0100729,2011-2012,226,42.3,77.67
C0100751,2011-2012,225,NA,79.67
C0100825,2011-2012,223,NA,75
C0101227,2011-2012,219,NA,67
C0101396,2011-2012,227,NA,85
C0101398,2011-2012,228,43,84.67
C0101489,2011-2012,222,42,79.67
C0101596,2011-2012,227,NA,76.67
C0101641,2011-2012,215,NA,71.33
C0101668,2011-2012,211,NA,77
C0101720,2011-2012,221,NA,65.33
C0101781,2011-2012,223,NA,73.33
C0101792,2011-2012,223,NA,76.67
C0102011,2011-2012,220,49,62.33
C0102030,2011-2012,219,NA,70.67
C0102038,2011-2012,221,NA,75
C0102045,2011-2012,225,NA,77.67
C0102057,2011-2012,220,NA,63.33
C0102077,2011-2012,227,NA,83
C0102104,2011-2012,NA,NA,64.67
C0102120,2011-2012,225,45.9,81.33
C0102127,2011-2012,223,NA,71.33
C0102132,2011-2012,224,NA,77.33
C0103010,2011-2012,224,40.3,72.33
C0103011,2011-2012,223,43.6,77
C0103012,2011-2012,225,35.5,80.67
C0103013,2011-2012,222,52,64.67
C0103015,2011-2012,223,39.6,70.67
C0103020,2011-2012,213,NA,75.33
C0103118,2011-2012,222,45.4,79.67
C0103119,2011-2012,224,38.9,79
C0103125,2011-2012,226,42.5,74
C0103133,2011-2012,221,NA,73
C0103134,2011-2012,227,30.5,87
C0103136,2011-2012,222,42.8,71.33
C0103139,2011-2012,227,45.8,85
C0103140,2011-2012,220,39.6,78.67
C0103552,2011-2012,218,NA,75.33
C0103849,2011-2012,219,NA,76.67
C0103977,2011-2012,210,NA,62
C0104246,2011-2012,220,NA,79.67
C0104247,2011-2012,221,NA,80
C0104248,2011-2012,219,NA,68
C0104838,2011-2012,224,NA,88.67
C0104839,2011-2012,223,NA,92
C0104840,2011-2012,221,NA,79.67
C0104841,2011-2012,220,NA,87
C0104843,2011-2012,236,NA,78.67
C0104855,2011-2012,236,NA,74.33
C0104856,2011-2012,227,NA,82.33
C0104904,2011-2012,226,NA,80
C0104905,2011-2012,NA,42,81
C0104906,2011-2012,220,NA,80
C0104907,2011-2012,220,39.7,77.33
C0104908,2011-2012,227,NA,77.67
C0104909,2011-2012,220,NA,73.33
C0104910,2011-2012,220,NA,63
C0104912,2011-2012,220,NA,65
C0104913,2011-2012,220,NA,74.33
C0104914,2011-2012,223,NA,79.67
C0104915,2011-2012,227,NA,90
C0104917,2011-2012,221,NA,87.33
C0104918,2011-2012,219,NA,81
C0104919,2011-2012,226,NA,73
C0104920,2011-2012,229,NA,109
C0104921,2011-2012,225,NA,70.33
C0104922,2011-2012,227,NA,78.67
C0104923,2011-2012,229,NA,81.33
C0104924,2011-2012,223,NA,68
C0104925,2011-2012,222,NA,72.33
C0104926,2011-2012,223,NA,78
C0104927,2011-2012,224,NA,87.67
C0104928,2011-2012,226,NA,84.67
C0104929,2011-2012,221,NA,75.67
C0104931,2011-2012,223,NA,79.67
C0104932,2011-2012,223,NA,81
C0104933,2011-2012,225,NA,78.33
C0104934,2011-2012,225,NA,78.67
C0104935,2011-2012,219,NA,73
C0104936,2011-2012,221,NA,64
C0104937,2011-2012,220,NA,79
C0104938,2011-2012,226,NA,79.67
C0104939,2011-2012,226,NA,70
C0104940,2011-2012,227,NA,84.67
C0104941,2011-2012,224,NA,80.33
C0104943,2011-2012,227,NA,86.33
C0104944,2011-2012,224,NA,86.67
C0104945,2011-2012,224,NA,85
C0104946,2011-2012,223,NA,64.67
C0104947,2011-2012,223,NA,76
C0104948,2011-2012,225,NA,85.33
C0104949,2011-2012,224,NA,73
C0104950,2011-2012,225,NA,77
C0104951,2011-2012,226,NA,78
C0104952,2011-2012,225,NA,82.67
C0104954,2011-2012,223,NA,79.33
