genotype,end_of_heading_BLUE,plant_height_BLUE,thousand_kernel_weight_BLUE
806,166.09,127.68,45.11
807,166.7,115.78,38.15
808,NA,NA,NA
809,NA,NA,NA
81,NA,NA,NA
810,163.57,121.38,45.92
811,NA,NA,NA
812,162.39,123.98,40.21
813,NA,NA,NA
814,NA,NA,NA
815,NA,NA,NA
816,NA,NA,NA
817,NA,NA,NA
818,164.15,98.99,40.84
819,NA,NA,NA
82,NA,NA,NA
820,NA,NA,NA
821,NA,NA,NA
822,NA,NA,NA
823,162.09,131.68,41.75
824,163.88,125.68,43.64
825,166.38,133.65,44.23
826,NA,NA,NA
827,164.71,113.88,38.94
828,NA,NA,NA
829,162.7,123.54,43.5
83,157.6,118.84,36.48
830,NA,NA,NA
831,NA,NA,NA
832,NA,NA,NA
833,NA,NA,NA
834,166.6,118.21,43.44
835,NA,NA,NA
836,NA,NA,NA
837,158.37,124.05,42.65
838,162.22,124.86,44.14
839,163.57,135.36,45.73
84,NA,NA,NA
840,155.51,90.81,45.94
841,163.75,128.29,43.17
842,NA,NA,NA
843,NA,NA,NA
844,165.6,129.34,35.55
845,NA,NA,NA
846,163.75,135.23,41.6
847,NA,NA,NA
848,NA,NA,NA
849,NA,NA,NA
85,NA,NA,NA
850,NA,NA,NA
852,NA,NA,NA
853,NA,NA,NA
854,NA,NA,NA
855,NA,NA,NA
856,169.51,135.61,45.6
857,NA,NA,NA
858,167.71,125.41,39.06
859,NA,NA,NA
86,NA,NA,NA
860,NA,NA,NA
861,170.66,114.25,33.29
862,NA,NA,NA
863,NA,NA,NA
864,NA,NA,NA
865,160.04,122.92,40.47
866,NA,NA,NA
867,168.9,116.35,41.51
868,168.17,114.7,42.64
869,NA,NA,NA
87,NA,NA,NA
870,NA,NA,NA
871,169.51,113.74,44.04
872,168.9,122.02,38.84
873,168.51,123.91,41.55
874,NA,NA,NA
875,NA,NA,NA
876,NA,NA,NA
877,NA,NA,NA
878,NA,NA,NA
879,161.22,127.55,41.87
88,162.31,134.21,38.77
880,159.26,119.08,38.17
881,NA,NA,NA
882,NA,NA,NA
883,NA,NA,NA
884,NA,NA,NA
885,NA,NA,NA
886,NA,NA,NA
887,165.5,124.23,35.75
888,168.71,120.18,43.63
889,169.15,115.06,34.69
89,NA,NA,NA
890,162.64,106.39,35.66
891,NA,NA,NA
892,NA,NA,NA
893,NA,NA,NA
894,NA,NA,NA
895,NA,NA,NA
896,NA,NA,NA
897,165.43,130.05,45.55
898,164.81,125.67,44.73
899,NA,NA,NA
9,NA,NA,NA
90,168.84,135.55,35.2
900,163.75,113.41,48.08
901,NA,NA,NA
902,NA,NA,NA
903,NA,NA,NA
904,NA,NA,NA
905,159.54,110.44,38.21
906,160.32,112.11,41.66
907,NA,NA,NA
908,NA,NA,NA
909,NA,NA,NA
91,NA,NA,NA
910,NA,NA,NA
911,168.67,124.58,39.65
912,NA,NA,NA
913,NA,118.23,50.44
914,NA,NA,NA
915,NA,NA,NA
916,NA,NA,NA
917,NA,NA,NA
918,159.51,114.88,43.05
919,NA,NA,NA
92,NA,NA,NA
920,NA,NA,NA
921,NA,NA,NA
922,NA,NA,NA
923,NA,NA,NA
924,NA,NA,NA
925,165.6,114.97,39.54
926,NA,NA,NA
927,NA,NA,NA
928,NA,NA,NA
929,166.57,128.06,43.66
93,166.59,148.78,41.42
930,NA,NA,NA
931,NA,NA,NA
932,154.66,119.39,42.48
933,NA,NA,NA
934,NA,NA,NA
935,NA,NA,NA
936,NA,NA,NA
937,NA,120.95,46.3
938,158.9,105.86,39.19
939,163.7,127.82,43.04
94,NA,NA,NA
940,151.67,106.32,41.19
941,NA,NA,NA
942,NA,NA,NA
943,NA,NA,NA
944,158.67,113.48,45.5
945,165.11,131.23,37.29
947,156.9,123.81,47.52
948,NA,NA,NA
949,NA,NA,NA
95,NA,NA,NA
950,NA,NA,NA
951,NA,NA,NA
952,NA,NA,NA
953,157.68,107.31,39.59
954,160.31,120.06,41.69
955,158.51,121.02,43.38
956,NA,126.83,39.65
957,157.9,116.64,39.16
958,158.42,129.67,46.06
959,NA,NA,NA
96,161.49,120.04,37.25
960,157.13,111.58,44.53
961,157.9,122.76,42.99
962,161.92,126.68,40.5
963,159.05,124.18,45.53
965,NA,NA,NA
966,NA,NA,NA
967,154.75,114.82,41.26
968,154.28,117.55,37.63
969,153.66,117.02,40.57
97,157.93,122.75,36.16
970,156.95,119.1,44.17
971,157.38,114.37,47.42
972,161.94,123.45,41.12
973,NA,NA,NA
974,NA,NA,NA
975,NA,NA,NA
976,NA,NA,NA
977,NA,NA,NA
978,NA,NA,NA
979,161.9,121.02,37.76
98,166.1,131.77,32.42
980,161.7,132.36,33.8
981,NA,NA,NA
982,NA,NA,NA
983,NA,NA,NA
984,154.49,103.36,35
985,NA,NA,NA
986,NA,NA,NA
987,NA,NA,NA
988,NA,NA,NA
989,NA,NA,NA
99,163.32,139.82,43.94
990,158.5,118.3,42.46
991,NA,NA,NA
992,NA,NA,NA
993,159.9,122.65,42.83
994,NA,NA,NA
995,NA,NA,NA
996,NA,NA,NA
997,NA,NA,NA
998,NA,NA,NA
999,NA,118.58,51.74
