accenumb,agent_id,doi,days_to_heading,plant_height,thousand_kernel_weight,hectolitric_weight,dry_matter_yield,lodging,protein_content,starch_content,name,description,campaign
COF 3219,NA,NA,141,NA,38,NA,NA,NA,11.25,60.11,Fundulea,Winter barley,1964-1965
COF 3221,NA,NA,139,NA,40.4,NA,NA,NA,11.35,57.56,Fundulea,Winter barley,1964-1965
COF 3231,NA,NA,138,NA,32.7,NA,NA,NA,11.94,57.89,Fundulea,Winter barley,1964-1965
COF 3239,NA,NA,140,NA,33.4,NA,NA,4,10.96,58.56,Fundulea,Winter barley,1964-1965
COF 3264,NA,NA,137,NA,47.1,NA,NA,4,11.31,59.05,Fundulea,Winter barley,1964-1965
COF 3266,NA,NA,133,NA,31.9,NA,NA,NA,12.44,56.48,Fundulea,Winter barley,1964-1965
COF 3319,NA,NA,134,NA,27.2,NA,NA,4,12.64,56.91,Fundulea,Winter barley,1964-1965
COF 3327,NA,NA,139,NA,30.07,NA,NA,2,12.69,56.93,Fundulea,Winter barley,1964-1965
COF 3328,NA,NA,141,NA,32.3,NA,NA,2,12.87,56.32,Fundulea,Winter barley,1964-1965
COF 3332,NA,NA,141,NA,42.1,NA,NA,NA,11.87,57.89,Fundulea,Winter barley,1964-1965
COF 3333,NA,NA,138,NA,27.8,NA,NA,3,11.55,59.26,Fundulea,Winter barley,1964-1965
COF 3334,NA,NA,139,NA,36.1,NA,NA,3,12.22,57.28,Fundulea,Winter barley,1964-1965
COF 3335,NA,NA,141,NA,42.5,NA,NA,NA,14.19,55.82,Fundulea,Winter barley,1964-1965
COF 3337,NA,NA,139,NA,36.9,NA,NA,NA,10.8,58.06,Fundulea,Winter barley,1964-1965
COF 3337,NA,NA,141,NA,23,NA,NA,2,11.34,56.06,Fundulea,Winter barley,1964-1965
COF 3391,NA,NA,140,NA,37.3,NA,NA,3,13.55,55.99,Fundulea,Winter barley,1964-1965
COF 3425,NA,NA,141,NA,35.9,NA,NA,NA,12.89,57.79,Fundulea,Winter barley,1964-1965
COF 3510,NA,NA,144,NA,53,NA,NA,NA,14.44,56.89,Fundulea,Winter barley,1964-1965
COF 3532,NA,NA,140,NA,45.2,NA,NA,NA,13.24,56.29,Fundulea,Winter barley,1964-1965
COF 3534,NA,NA,140,NA,40.4,NA,NA,NA,11.29,58.16,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,144,NA,37.2,NA,4960,2,14.03,56.43,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,144,NA,37.1,NA,5260,3,12.37,57.98,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,144,NA,35.9,NA,5180,3,14.3,55.84,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,139,NA,35.1,NA,5240,3,14.99,55.15,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,144,NA,37.1,NA,5560,3,NA,NA,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,144,NA,NA,NA,3770,4,NA,NA,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,NA,NA,NA,NA,4100,4,NA,NA,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,144,NA,38.5,NA,5500,3,11.54,58.67,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,144,NA,36.8,NA,5740,3,12.7,58.84,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,35,NA,5470,3,11.73,57.43,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,144,NA,35.6,NA,4970,2,11.95,58.26,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,35.7,NA,5120,2,12.44,58.72,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,33.8,NA,5220,3,13.26,57.27,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,35.1,NA,5150,3,13.83,57.16,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,144,NA,36.5,NA,4820,4,13.68,57.47,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,34.1,NA,5600,3,11.84,58.63,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,144,NA,36.4,NA,5520,4,11.01,58.55,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,34.3,NA,4770,3,13.07,56.23,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,36.5,NA,5720,4,11.59,59.11,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,144,NA,35.8,NA,5400,3,NA,NA,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,31.3,NA,5400,4,NA,NA,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,34.9,NA,5970,4,NA,NA,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,39.9,NA,4600,NA,NA,NA,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,32.5,NA,NA,4,12.97,56.82,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,37.2,NA,NA,3,12.77,56.82,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,40,NA,NA,3,12.77,56.82,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,36.4,NA,NA,3,12.77,56.82,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,33.8,NA,NA,3,12.54,57.06,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,38.9,NA,NA,NA,NA,NA,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,NA,NA,NA,3,NA,NA,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,144,NA,35.7,NA,NA,4,12.55,56.77,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,144,NA,35.9,NA,NA,3,NA,NA,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,36.8,NA,NA,NA,NA,NA,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,39,NA,NA,NA,NA,NA,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,35.4,NA,NA,3,NA,NA,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,36,NA,NA,2,12.37,57.44,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,144,NA,37.2,NA,NA,3,12.36,57.96,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,36.2,NA,NA,3,12.24,57,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,140,NA,37,NA,NA,4,NA,NA,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,33.6,NA,NA,2,NA,NA,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,32.8,NA,NA,3,NA,NA,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,144,NA,31.8,NA,NA,2,NA,NA,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,36,NA,NA,2,12.66,57.24,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,39.5,NA,NA,5,NA,NA,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,142,NA,37.1,NA,NA,5,NA,NA,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,36.7,NA,NA,5,NA,NA,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,34.5,NA,NA,3,NA,NA,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,33.8,NA,NA,4,12.89,56.83,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,142,NA,35.7,NA,NA,4,NA,NA,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,37.7,NA,NA,NA,NA,NA,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,32.8,NA,NA,NA,NA,NA,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,35.7,NA,NA,4,11.73,57.97,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,37.9,NA,NA,NA,NA,NA,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,39.8,NA,NA,NA,NA,NA,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,37.5,NA,NA,NA,NA,NA,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,35.1,NA,NA,4,12.17,57.46,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,35.8,NA,NA,4,NA,NA,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,38.1,NA,NA,NA,NA,NA,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,37.4,NA,NA,NA,NA,NA,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,37.1,NA,NA,3,NA,NA,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,35.6,NA,NA,NA,NA,NA,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,37.5,NA,NA,4,NA,NA,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,NA,NA,NA,4,NA,NA,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,34.6,NA,NA,4,12.96,56.9,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,34.8,NA,NA,NA,NA,NA,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,33.8,NA,NA,NA,NA,NA,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,38.4,NA,NA,NA,12.88,57.07,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,143,NA,37,NA,NA,NA,NA,NA,Fundulea,Winter barley,1964-1965
COF 3644,NA,NA,145,NA,38.2,NA,NA,NA,NA,NA,Fundulea,Winter barley,1964-1965
COF3122,NA,NA,139,NA,35,NA,NA,5,11.98,57.02,Fundulea,Winter barley,1964-1965
COF3220,NA,NA,136,NA,31.2,NA,NA,3,12.52,56.32,Fundulea,Winter barley,1964-1965
COF3261,NA,NA,140,NA,38.8,NA,NA,4,11.88,58.36,Fundulea,Winter barley,1964-1965
COF 3005,NA,NA,125,NA,29.2,NA,NA,5,NA,NA,Fundulea,Winter barley,1965-1966
COF 3008,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3009,NA,NA,125,NA,27.5,NA,NA,5,NA,NA,Fundulea,Winter barley,1965-1966
COF 3015,NA,NA,106,NA,36.2,NA,NA,2,NA,NA,Fundulea,Winter barley,1965-1966
COF 3021,NA,NA,129,NA,40.41,NA,NA,3,NA,NA,Fundulea,Winter barley,1965-1966
COF 3021,NA,NA,123,NA,32.9,NA,NA,2,NA,NA,Fundulea,Winter barley,1965-1966
COF 3022,NA,NA,134,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3030,NA,NA,132,NA,46.6,NA,NA,3,NA,NA,Fundulea,Winter barley,1965-1966
COF 3033,NA,NA,119,NA,41.7,NA,NA,2,NA,NA,Fundulea,Winter barley,1965-1966
COF 3039,NA,NA,131,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3040,NA,NA,126,NA,46.9,NA,4180,3,14.76,54.46,Fundulea,Winter barley,1965-1966
COF 3040,NA,NA,127,NA,51,NA,4330,3,15.41,54.51,Fundulea,Winter barley,1965-1966
COF 3040,NA,NA,128,NA,52.8,NA,3620,4,15.6,54.8,Fundulea,Winter barley,1965-1966
COF 3040,NA,NA,130,NA,NA,NA,NA,5,NA,NA,Fundulea,Winter barley,1965-1966
COF 3040,NA,NA,132,NA,NA,NA,NA,4,NA,NA,Fundulea,Winter barley,1965-1966
COF 3041,NA,NA,145,NA,NA,NA,NA,4,NA,NA,Fundulea,Winter barley,1965-1966
COF 3041,NA,NA,131,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3042,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3060,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3070,NA,NA,133,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3085,NA,NA,132,NA,33.6,NA,NA,3,NA,NA,Fundulea,Winter barley,1965-1966
COF 3086,NA,NA,132,NA,40.6,NA,NA,3,NA,NA,Fundulea,Winter barley,1965-1966
COF 3090,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3096,NA,NA,131,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3115,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3116,NA,NA,126,NA,NA,NA,NA,3,NA,NA,Fundulea,Winter barley,1965-1966
COF 3116,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3117,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3133,NA,NA,131,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3142,NA,NA,123,NA,45,NA,NA,3,NA,NA,Fundulea,Winter barley,1965-1966
COF 3142,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3142,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3143,NA,NA,132,NA,40.2,NA,NA,3,NA,NA,Fundulea,Winter barley,1965-1966
COF 3147,NA,NA,133,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3148,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3165,NA,NA,131,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3174,NA,NA,131,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3204,NA,NA,131,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3209,NA,NA,123,NA,33.1,NA,NA,3,NA,NA,Fundulea,Winter barley,1965-1966
COF 3215,NA,NA,126,NA,41.3,NA,NA,4,NA,NA,Fundulea,Winter barley,1965-1966
COF 3216,NA,NA,143,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3219,NA,NA,131,NA,NA,NA,NA,4,NA,NA,Fundulea,Winter barley,1965-1966
COF 3219,NA,NA,130,NA,NA,NA,NA,3,NA,NA,Fundulea,Winter barley,1965-1966
COF 3282,NA,NA,120,NA,30.2,NA,NA,4,NA,NA,Fundulea,Winter barley,1965-1966
COF 3287,NA,NA,130,NA,34.7,NA,NA,3,NA,NA,Fundulea,Winter barley,1965-1966
COF 3319,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3324,NA,NA,123,NA,35.9,NA,NA,3,NA,NA,Fundulea,Winter barley,1965-1966
COF 3325,NA,NA,124,NA,52,NA,NA,3,NA,NA,Fundulea,Winter barley,1965-1966
COF 3326,NA,NA,129,NA,38.2,NA,NA,3,NA,NA,Fundulea,Winter barley,1965-1966
COF 3328,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3329,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3331,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3333,NA,NA,126,NA,NA,NA,NA,3,NA,NA,Fundulea,Winter barley,1965-1966
COF 3335,NA,NA,133,NA,NA,NA,NA,4,NA,NA,Fundulea,Winter barley,1965-1966
COF 3338,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3338,NA,NA,128,NA,NA,NA,NA,4,NA,NA,Fundulea,Winter barley,1965-1966
COF 3386,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3388,NA,NA,126,NA,28.1,NA,NA,3,NA,NA,Fundulea,Winter barley,1965-1966
COF 3389,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3390,NA,NA,131,NA,NA,NA,NA,3,NA,NA,Fundulea,Winter barley,1965-1966
COF 3423,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3425,NA,NA,129,NA,NA,NA,NA,4,NA,NA,Fundulea,Winter barley,1965-1966
COF 3425,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3426,NA,NA,145,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3462,NA,NA,139,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3464,NA,NA,129,NA,34.7,NA,NA,3,NA,NA,Fundulea,Winter barley,1965-1966
COF 3464,NA,NA,129,NA,34,NA,NA,2,NA,NA,Fundulea,Winter barley,1965-1966
COF 3484,NA,NA,133,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3485,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3490,NA,NA,131,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3496,NA,NA,133,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3505,NA,NA,131,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3508,NA,NA,122,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3510,NA,NA,137,NA,50.2,NA,NA,4,NA,NA,Fundulea,Winter barley,1965-1966
COF 3525,NA,NA,124,NA,31.2,NA,NA,3,NA,NA,Fundulea,Winter barley,1965-1966
COF 3527,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3528,NA,NA,131,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3529,NA,NA,131,NA,40,NA,NA,3,NA,NA,Fundulea,Winter barley,1965-1966
COF 3529,NA,NA,132,NA,41.5,NA,NA,3,NA,NA,Fundulea,Winter barley,1965-1966
COF 3530,NA,NA,145,NA,34.5,NA,NA,3,NA,NA,Fundulea,Winter barley,1965-1966
COF 3530,NA,NA,145,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3531,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3538,NA,NA,131,NA,NA,NA,NA,4,NA,NA,Fundulea,Winter barley,1965-1966
COF 3539,NA,NA,134,NA,37.8,NA,NA,4,NA,NA,Fundulea,Winter barley,1965-1966
COF 3540,NA,NA,133,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3540,NA,NA,135,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3541,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,42.9,NA,4020,4,14.69,54.8,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,45.7,NA,4640,3,14.28,55.49,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,41,NA,3960,4,14.74,54.75,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,44.9,NA,4200,4,15.14,54.79,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,44.7,NA,4340,4,14.63,55.11,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,135,NA,45.8,NA,4360,NA,14.09,56.12,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,45.9,NA,4650,3,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,44.5,NA,4420,3,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,44.7,NA,3950,4,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,44.8,NA,4380,4,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,45.7,NA,4350,4,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,45.2,NA,4800,4,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,44.8,NA,5180,3,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,46.5,NA,4700,3,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,45.5,NA,4650,4,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,135,NA,43.5,NA,3180,4,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,41.6,NA,NA,3,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,41,NA,NA,4,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,41.7,NA,NA,4,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,38.8,NA,NA,3,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,41.2,NA,NA,4,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,42.3,NA,NA,4,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,43.4,NA,NA,3,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,42.8,NA,NA,4,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,42,NA,NA,4,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,46.3,NA,NA,4,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,38.3,NA,NA,4,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,38.2,NA,NA,3,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,42.8,NA,NA,3,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,40,NA,NA,4,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,41.4,NA,NA,3,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,36.1,NA,NA,3,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,32.5,NA,NA,4,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,40.4,NA,NA,3,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,40.4,NA,NA,4,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,32.1,NA,NA,4,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,40.1,NA,NA,4,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,41.1,NA,NA,3,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,41.3,NA,NA,3,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,41.2,NA,NA,3,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,39.4,NA,NA,3,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,43.4,NA,NA,4,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,41.7,NA,NA,3,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,NA,NA,NA,4,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,38.8,NA,NA,4,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,37.2,NA,NA,4,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,131,NA,NA,NA,NA,4,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,135,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,136,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,137,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,139,NA,NA,NA,NA,4,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,141,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,139,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,144,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3644,NA,NA,134,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COPF 2022,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COPF 2023,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COPF 2028,NA,NA,123,NA,NA,NA,NA,4,NA,NA,Fundulea,Winter barley,1965-1966
COPF 2049,NA,NA,131,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COPF 2076,NA,NA,137,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COPF 2126,NA,NA,133,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1965-1966
COF 3005,NA,NA,123,NA,32.4,NA,NA,1,NA,NA,Fundulea,Winter barley,1966-1967
COF 3007,NA,NA,126,NA,NA,NA,NA,3,NA,NA,Fundulea,Winter barley,1966-1967
COF 3008,NA,NA,129,NA,NA,NA,NA,3,NA,NA,Fundulea,Winter barley,1966-1967
COF 3009,NA,NA,128,NA,34.1,70.8,NA,1,NA,NA,Fundulea,Winter barley,1966-1967
COF 3018,NA,NA,137,NA,38,NA,NA,8,NA,NA,Fundulea,Winter barley,1966-1967
COF 3021,NA,NA,135,NA,31.2,NA,NA,8,NA,NA,Fundulea,Winter barley,1966-1967
COF 3023,NA,NA,127,NA,37.6,66,NA,8,NA,NA,Fundulea,Winter barley,1966-1967
COF 3024,NA,NA,130,NA,45.8,64.8,NA,3,NA,NA,Fundulea,Winter barley,1966-1967
COF 3033,NA,NA,122,NA,42.1,NA,NA,7,NA,NA,Fundulea,Winter barley,1966-1967
COF 3034,NA,NA,135,NA,39.6,66.8,NA,7,NA,NA,Fundulea,Winter barley,1966-1967
COF 3035,NA,NA,136,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1966-1967
COF 3036,NA,NA,137,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1966-1967
COF 3037,NA,NA,136,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1966-1967
COF 3038,NA,NA,130,NA,38.1,70,NA,2,NA,NA,Fundulea,Winter barley,1966-1967
COF 3039,NA,NA,134,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1966-1967
COF 3040,NA,NA,129,NA,42.9,74.8,3880,2,11.09,62.66,Fundulea,Winter barley,1966-1967
COF 3040,NA,NA,129,NA,39.3,NA,4280,3,NA,NA,Fundulea,Winter barley,1966-1967
COF 3040,NA,NA,128,NA,44.6,72,NA,7,NA,NA,Fundulea,Winter barley,1966-1967
COF 3040,NA,NA,132,NA,40,72,NA,8,NA,NA,Fundulea,Winter barley,1966-1967
