accenumb,agent_id,doi,days_to_heading,plant_height,thousand_kernel_weight,hectolitric_weight,dry_matter_yield,lodging,protein_content,starch_content,name,description,campaign
COF 3025,NA,NA,134,134,31.93,NA,NA,1,15.7,60.1,Fundulea,Winter barley,2020-2021
COF 3026,NA,NA,134,123.5,42.31,NA,NA,5,16.2,60,Fundulea,Winter barley,2020-2021
COF 3027,NA,NA,135,134,40.73,NA,NA,5,16.8,60.1,Fundulea,Winter barley,2020-2021
COF 3028,NA,NA,132,133,45.55,NA,NA,4,16.2,59.7,Fundulea,Winter barley,2020-2021
COF 3029,NA,NA,129,140.5,42.48,NA,NA,4,16.3,59.8,Fundulea,Winter barley,2020-2021
COF 3030,NA,NA,129,136,37.36,NA,NA,5,0,0,Fundulea,Winter barley,2020-2021
COF 3031,NA,NA,128,133.5,34.42,NA,NA,5,0,0,Fundulea,Winter barley,2020-2021
COF 3032,NA,NA,130,125.5,35.26,NA,NA,1,16.3,59.8,Fundulea,Winter barley,2020-2021
COF 3033,NA,NA,130,125.5,36.08,NA,NA,2,16.6,59.6,Fundulea,Winter barley,2020-2021
COF 3034,NA,NA,129,134,32.01,NA,NA,4,0,0,Fundulea,Winter barley,2020-2021
COF 3035,NA,NA,127,142,34.22,NA,NA,1,15.9,59.6,Fundulea,Winter barley,2020-2021
COF 3036,NA,NA,134,133.5,40.19,NA,NA,1,16.9,59.1,Fundulea,Winter barley,2020-2021
COF 3037,NA,NA,133,145,36.28,NA,NA,1,16.9,59,Fundulea,Winter barley,2020-2021
COF 3037,NA,NA,129,131,42.36,NA,NA,4,15.2,60.5,Fundulea,Winter barley,2020-2021
COF 3038,NA,NA,129,127,35.75,NA,NA,1,14,60.5,Fundulea,Winter barley,2020-2021
COF 3038,NA,NA,130,129,39.4,NA,NA,5,16.5,59.5,Fundulea,Winter barley,2020-2021
COF 3039,NA,NA,127,122.5,29.37,NA,NA,1,14.9,59.8,Fundulea,Winter barley,2020-2021
COF 3040,NA,NA,126,116.5,28.95,NA,NA,1,13.4,60.3,Fundulea,Winter barley,2020-2021
COF 3041,NA,NA,129,119,31.87,NA,NA,1,14.3,60.4,Fundulea,Winter barley,2020-2021
COF 3042,NA,NA,135,127,42.74,NA,NA,5,16.4,60.6,Fundulea,Winter barley,2020-2021
COF 3043,NA,NA,135,129.5,46.22,NA,NA,5,16.6,60.3,Fundulea,Winter barley,2020-2021
COF 3044,NA,NA,125,128.5,34.71,NA,NA,1,15.5,59.7,Fundulea,Winter barley,2020-2021
COF 3045,NA,NA,125,126,32.68,NA,NA,1,15.4,59.9,Fundulea,Winter barley,2020-2021
COF 3046,NA,NA,124,127,33.74,NA,NA,1,15.4,59.9,Fundulea,Winter barley,2020-2021
COF 3047,NA,NA,127,121.5,31.26,NA,NA,1,14.5,60.3,Fundulea,Winter barley,2020-2021
COF 3048,NA,NA,128,111,32.42,NA,NA,1,14,60.3,Fundulea,Winter barley,2020-2021
COF 3049,NA,NA,130,103,39.36,NA,NA,1,14.6,60.1,Fundulea,Winter barley,2020-2021
COF 3050,NA,NA,129,109,38.13,NA,NA,1,16.7,60.2,Fundulea,Winter barley,2020-2021
COF 3051,NA,NA,124,83,27.08,NA,NA,1,15.7,59.8,Fundulea,Winter barley,2020-2021
COF 3052,NA,NA,130,132.5,36.31,NA,NA,1,16,59.1,Fundulea,Winter barley,2020-2021
COF 3053,NA,NA,136,140.5,38.45,NA,NA,4,14.9,60.1,Fundulea,Winter barley,2020-2021
COF 3054,NA,NA,136,128,38.92,NA,NA,4,16.3,59.9,Fundulea,Winter barley,2020-2021
COF 3055,NA,NA,136,126.5,39.59,NA,NA,5,16.2,59.6,Fundulea,Winter barley,2020-2021
COF 3056,NA,NA,135,116.5,41.42,NA,NA,5,16.3,59.9,Fundulea,Winter barley,2020-2021
COF 3057,NA,NA,124,122,33.24,NA,NA,3,16,59.7,Fundulea,Winter barley,2020-2021
COF 3058,NA,NA,125,123.5,39.13,NA,NA,3,13.5,60.2,Fundulea,Winter barley,2020-2021
COF 3059,NA,NA,134,129,41.56,NA,NA,1,15.4,60.3,Fundulea,Winter barley,2020-2021
COF 3060,NA,NA,134,117,39,NA,NA,5,15.8,59.9,Fundulea,Winter barley,2020-2021
COF 3061,NA,NA,135,119,39.27,NA,NA,5,14.1,61.2,Fundulea,Winter barley,2020-2021
COF 3062,NA,NA,132,123,34.5,NA,NA,5,16.1,60,Fundulea,Winter barley,2020-2021
COF 3063,NA,NA,125,134,35.09,NA,NA,1,14.6,60.4,Fundulea,Winter barley,2020-2021
COF 3064,NA,NA,133,111,37.21,NA,NA,1,15.5,60.4,Fundulea,Winter barley,2020-2021
COF 3065,NA,NA,133,103,37.96,NA,NA,1,16.2,60.2,Fundulea,Winter barley,2020-2021
COF 3066,NA,NA,135,109,40.16,NA,NA,1,15.7,60.6,Fundulea,Winter barley,2020-2021
COF 3067,NA,NA,130,83,32.42,NA,NA,1,13.4,60.8,Fundulea,Winter barley,2020-2021
COF 3068,NA,NA,128,118.5,34.82,NA,NA,1,14.3,59.9,Fundulea,Winter barley,2020-2021
COF 3069,NA,NA,125,124.5,27.31,NA,NA,1,14.7,59.9,Fundulea,Winter barley,2020-2021
COF 3070,NA,NA,128,131.5,35.19,NA,NA,1,14.6,59.4,Fundulea,Winter barley,2020-2021
COF 3071,NA,NA,133,120.5,35.51,NA,NA,3,15,60.8,Fundulea,Winter barley,2020-2021
COF 3072,NA,NA,129,126,36.08,NA,NA,1,14.9,60.4,Fundulea,Winter barley,2020-2021
COF 3073,NA,NA,132,123,34.43,NA,NA,5,16.9,59.5,Fundulea,Winter barley,2020-2021
COF 3074,NA,NA,135,125.5,33.27,NA,NA,5,17.4,59.1,Fundulea,Winter barley,2020-2021
COF 3075,NA,NA,132,124.5,30.01,NA,NA,5,17.2,59.4,Fundulea,Winter barley,2020-2021
COF 3076,NA,NA,124,126.5,37.89,NA,NA,2,14.6,60.3,Fundulea,Winter barley,2020-2021
COF 3077,NA,NA,127,123.5,36.57,NA,NA,5,16.6,59.5,Fundulea,Winter barley,2020-2021
COF 3078,NA,NA,131,123.5,34.12,NA,NA,5,16.6,59.8,Fundulea,Winter barley,2020-2021
COF 3079,NA,NA,123,127,29.91,NA,NA,1,15.2,59.9,Fundulea,Winter barley,2020-2021
COF 3080,NA,NA,132,111.5,34.76,NA,NA,5,14.1,60.6,Fundulea,Winter barley,2020-2021
COF 3081,NA,NA,134,125,44.41,NA,NA,5,17,58.7,Fundulea,Winter barley,2020-2021
COF 3082,NA,NA,125,115.5,37,NA,NA,1,15.7,60.4,Fundulea,Winter barley,2020-2021
COF 3083,NA,NA,129,105.5,32.23,NA,NA,1,15.3,59.2,Fundulea,Winter barley,2020-2021
COF 3084,NA,NA,131,105.5,31.16,NA,NA,1,13.6,59.7,Fundulea,Winter barley,2020-2021
COF 3085,NA,NA,125,121,35.1,NA,NA,1,14.8,60,Fundulea,Winter barley,2020-2021
COF 3086,NA,NA,131,115,36.46,NA,NA,3,15.3,60.1,Fundulea,Winter barley,2020-2021
COF 3087,NA,NA,127,133,36.8,NA,NA,5,15,60,Fundulea,Winter barley,2020-2021
COF 3088,NA,NA,135,141,39.47,NA,NA,5,16.9,59.2,Fundulea,Winter barley,2020-2021
COF 3089,NA,NA,135,143,40.03,NA,NA,5,16.4,59.4,Fundulea,Winter barley,2020-2021
COF 3090,NA,NA,134,138,44.91,NA,NA,5,15.7,60.5,Fundulea,Winter barley,2020-2021
COF 3091,NA,NA,134,132,35.62,NA,NA,5,15.3,60.4,Fundulea,Winter barley,2020-2021
COF 3092,NA,NA,133,136.5,43.61,NA,NA,5,16.6,59.7,Fundulea,Winter barley,2020-2021
COF 3093,NA,NA,133,125.5,40.16,NA,NA,5,16.9,59.8,Fundulea,Winter barley,2020-2021
COF 3094,NA,NA,127,126.5,38.34,NA,NA,1,15.1,60.1,Fundulea,Winter barley,2020-2021
COF 3095,NA,NA,135,116,37.97,NA,NA,5,17.6,59.3,Fundulea,Winter barley,2020-2021
COF 3096,NA,NA,129,104,38.46,NA,NA,1,15.2,60.3,Fundulea,Winter barley,2020-2021
COF 3097,NA,NA,130,105,39.1,NA,NA,1,14,60.3,Fundulea,Winter barley,2020-2021
COF 3098,NA,NA,134,104,30.06,NA,NA,1,14.2,60.4,Fundulea,Winter barley,2020-2021
COF 3099,NA,NA,133,102,33.48,NA,NA,1,15.3,59.9,Fundulea,Winter barley,2020-2021
COF 3100,NA,NA,124,104,29.9,NA,NA,1,14.8,60.1,Fundulea,Winter barley,2020-2021
COF 3101,NA,NA,127,119.5,33.85,NA,NA,1,15.4,59.7,Fundulea,Winter barley,2020-2021
COF 3102,NA,NA,132,111,33.91,NA,NA,3,16.3,59.8,Fundulea,Winter barley,2020-2021
COF 3103,NA,NA,124,113.5,30.08,NA,NA,1,13.9,59.3,Fundulea,Winter barley,2020-2021
COF 3104,NA,NA,134,119,47.61,NA,NA,1,15,60.9,Fundulea,Winter barley,2020-2021
COF 3105,NA,NA,133,124.5,38.28,NA,NA,5,15.7,60,Fundulea,Winter barley,2020-2021
COF 3106,NA,NA,126,120.5,36.09,NA,NA,1,16.5,59.8,Fundulea,Winter barley,2020-2021
COF 3107,NA,NA,124,131.5,32.13,NA,NA,3,15.7,59.7,Fundulea,Winter barley,2020-2021
COF 3108,NA,NA,134,114.5,41.11,NA,NA,5,16.4,60.1,Fundulea,Winter barley,2020-2021
COF 3109,NA,NA,133,127.5,40.59,NA,NA,3,15.6,60.4,Fundulea,Winter barley,2020-2021
COF 3110,NA,NA,124,129.5,33.97,NA,NA,1,14.4,60.4,Fundulea,Winter barley,2020-2021
COF 3111,NA,NA,126,118.5,35.74,NA,NA,1,14.1,60.5,Fundulea,Winter barley,2020-2021
COF 3112,NA,NA,129,125.5,33.72,NA,NA,1,15.5,59.7,Fundulea,Winter barley,2020-2021
COF 3113,NA,NA,133,109,34.36,NA,NA,1,15.4,59.9,Fundulea,Winter barley,2020-2021
COF 3114,NA,NA,130,111,36.58,NA,NA,1,14.8,60.5,Fundulea,Winter barley,2020-2021
COF 3115,NA,NA,130,104.5,35.47,NA,NA,1,15.3,59.7,Fundulea,Winter barley,2020-2021
COF 3116,NA,NA,129,126.5,32.03,NA,NA,1,14.6,60,Fundulea,Winter barley,2020-2021
COF 3117,NA,NA,129,128,29.27,NA,NA,5,15.4,60.2,Fundulea,Winter barley,2020-2021
COF 3118,NA,NA,129,126.5,31.68,NA,NA,4,14.8,60.3,Fundulea,Winter barley,2020-2021
COF 3119,NA,NA,129,128.5,30.06,NA,NA,4,13.8,60.8,Fundulea,Winter barley,2020-2021
COF 3120,NA,NA,130,109,40.64,NA,NA,1,14.5,60.9,Fundulea,Winter barley,2020-2021
COF 3121,NA,NA,126,128.5,34.86,NA,NA,5,15.5,60.2,Fundulea,Winter barley,2020-2021
COF 3122,NA,NA,126,113,40.03,NA,NA,1,15.6,60.1,Fundulea,Winter barley,2020-2021
COF 3123,NA,NA,128,127.5,38.1,NA,NA,5,15,60.6,Fundulea,Winter barley,2020-2021
COF 3124,NA,NA,128,127,29.14,NA,NA,5,15.4,59.6,Fundulea,Winter barley,2020-2021
COF 3125,NA,NA,129,127,NA,NA,NA,5,NA,NA,Fundulea,Winter barley,2020-2021
COF 3126,NA,NA,132,127,36.66,NA,NA,5,NA,NA,Fundulea,Winter barley,2020-2021
COF 3127,NA,NA,128,108,36.42,NA,NA,5,13.8,60.9,Fundulea,Winter barley,2020-2021
COF 3128,NA,NA,126,91.5,31.14,NA,NA,1,14.7,59.9,Fundulea,Winter barley,2020-2021
COF 3129,NA,NA,126,93.5,37.98,NA,NA,1,12.2,60.2,Fundulea,Winter barley,2020-2021
COF 3130,NA,NA,126,93,38.26,NA,NA,1,14.1,59.7,Fundulea,Winter barley,2020-2021
COF 3131,NA,NA,128,102.5,43.53,NA,NA,1,14.6,60.1,Fundulea,Winter barley,2020-2021
COF 3132,NA,NA,129,123,31.02,NA,NA,5,17,58.7,Fundulea,Winter barley,2020-2021
COF 3133,NA,NA,129,121,32.18,NA,NA,5,16.2,60,Fundulea,Winter barley,2020-2021
COF 3134,NA,NA,129,122.5,42.59,NA,NA,5,16.7,59.2,Fundulea,Winter barley,2020-2021
COF 3135,NA,NA,129,113.5,38.04,NA,NA,4,14.9,60.8,Fundulea,Winter barley,2020-2021
COF 3136,NA,NA,129,125.5,36.4,NA,NA,5,14.7,60.3,Fundulea,Winter barley,2020-2021
COF 3137,NA,NA,129,137.5,43.72,NA,NA,5,16.2,59.5,Fundulea,Winter barley,2020-2021
COF 3138,NA,NA,128,128.5,41.21,NA,NA,5,14.6,60.2,Fundulea,Winter barley,2020-2021
COF 3139,NA,NA,126,130,37.36,NA,NA,2,16,60.2,Fundulea,Winter barley,2020-2021
COF 3140,NA,NA,126,117.5,22.62,NA,NA,1,13,60.3,Fundulea,Winter barley,2020-2021
COF 3141,NA,NA,129,106,44.58,NA,NA,1,14.5,60.6,Fundulea,Winter barley,2020-2021
COF 3142,NA,NA,129,93.5,30.9,NA,NA,1,14.8,59.5,Fundulea,Winter barley,2020-2021
COF 3143,NA,NA,129,82.5,33.28,NA,NA,1,15.2,60.1,Fundulea,Winter barley,2020-2021
COF 3144,NA,NA,126,97,32.1,NA,NA,1,13.8,60.1,Fundulea,Winter barley,2020-2021
COF 3145,NA,NA,126,83.5,30.15,NA,NA,1,14.4,60.1,Fundulea,Winter barley,2020-2021
COF 3146,NA,NA,129,107.5,41.73,NA,NA,1,15.7,60.2,Fundulea,Winter barley,2020-2021
COF 3147,NA,NA,129,119,40.29,NA,NA,1,14.6,60.7,Fundulea,Winter barley,2020-2021
COF 3148,NA,NA,128,119,33.58,NA,NA,4,15.6,60.1,Fundulea,Winter barley,2020-2021
COF 3149,NA,NA,130,110,42.02,NA,NA,1,16.2,59.2,Fundulea,Winter barley,2020-2021
COF 3150,NA,NA,131,109.5,45.56,NA,NA,1,15.7,60.1,Fundulea,Winter barley,2020-2021
COF 3151,NA,NA,129,115.5,40.08,NA,NA,1,16.6,59.7,Fundulea,Winter barley,2020-2021
COF 3152,NA,NA,129,119.5,36.42,NA,NA,1,15.6,60.2,Fundulea,Winter barley,2020-2021
COF 3153,NA,NA,128,134,51.24,NA,NA,1,15.5,60.2,Fundulea,Winter barley,2020-2021
COF 3154,NA,NA,129,131,40.19,NA,NA,5,15.5,59,Fundulea,Winter barley,2020-2021
COF 3155,NA,NA,129,138,40.14,NA,NA,4,15.7,59.8,Fundulea,Winter barley,2020-2021
COF 3156,NA,NA,126,123,32.03,NA,NA,5,14.6,60.4,Fundulea,Winter barley,2020-2021
COF 3157,NA,NA,130,101,36,NA,NA,1,14.5,60.4,Fundulea,Winter barley,2020-2021
COF 3158,NA,NA,130,123.5,44.06,NA,NA,1,15,60.7,Fundulea,Winter barley,2020-2021
COF 3159,NA,NA,134,126.5,49.83,NA,NA,1,15.4,60.3,Fundulea,Winter barley,2020-2021
COF 3160,NA,NA,130,125,53.16,NA,NA,1,14.6,60.3,Fundulea,Winter barley,2020-2021
COF 3161,NA,NA,135,119.5,52.33,NA,NA,1,15.1,60.4,Fundulea,Winter barley,2020-2021
COF 3162,NA,NA,130,122,54.58,NA,NA,1,16.1,59.7,Fundulea,Winter barley,2020-2021
COF 3163,NA,NA,129,115.5,49,NA,NA,1,15.8,60.1,Fundulea,Winter barley,2020-2021
COF 3164,NA,NA,129,129.5,39.31,NA,NA,1,15.7,60.5,Fundulea,Winter barley,2020-2021
COF 3165,NA,NA,134,140,44.42,NA,NA,4,15.4,60.3,Fundulea,Winter barley,2020-2021
COF 3166,NA,NA,128,138,41.18,NA,NA,5,16.2,59.7,Fundulea,Winter barley,2020-2021
COF 3167,NA,NA,129,139.5,37.38,NA,NA,3,16.6,60.4,Fundulea,Winter barley,2020-2021
COF 3168,NA,NA,128,129,32.09,NA,NA,1,14.9,60.4,Fundulea,Winter barley,2020-2021
COF 3169,NA,NA,126,119.5,39.47,NA,NA,5,16.4,59.2,Fundulea,Winter barley,2020-2021
COF 3170,NA,NA,126,117,41.13,NA,NA,5,16.6,59.1,Fundulea,Winter barley,2020-2021
COF 3171,NA,NA,126,123.5,39.27,NA,NA,5,14.7,59,Fundulea,Winter barley,2020-2021
COF 3172,NA,NA,129,114,38.42,NA,NA,1,14.8,60.7,Fundulea,Winter barley,2020-2021
COF 3173,NA,NA,129,113.5,35.41,NA,NA,1,14.5,60.2,Fundulea,Winter barley,2020-2021
COF 3174,NA,NA,129,112.5,32.28,NA,NA,1,15.1,59.9,Fundulea,Winter barley,2020-2021
COF 3175,NA,NA,126,119,38.87,NA,NA,1,14.8,59.1,Fundulea,Winter barley,2020-2021
COF 3176,NA,NA,129,123,37.83,NA,NA,1,15,60.1,Fundulea,Winter barley,2020-2021
COF 3177,NA,NA,128,122,40.08,NA,NA,1,15.4,59.8,Fundulea,Winter barley,2020-2021
COF 3178,NA,NA,129,119,33.93,NA,NA,1,15.4,59.9,Fundulea,Winter barley,2020-2021
COF 3179,NA,NA,129,110.5,34.02,NA,NA,4,14.7,60.5,Fundulea,Winter barley,2020-2021
COF 3180,NA,NA,129,118,33.1,NA,NA,1,15.7,59.8,Fundulea,Winter barley,2020-2021
COF 3181,NA,NA,126,139,50.46,NA,NA,1,16.8,58.7,Fundulea,Winter barley,2020-2021
COF 3182,NA,NA,126,121.5,44.16,NA,NA,2,14.9,59.7,Fundulea,Winter barley,2020-2021
COF 3183,NA,NA,130,132.5,41.52,NA,NA,5,16.4,60,Fundulea,Winter barley,2020-2021
COF 3184,NA,NA,129,127.5,40.52,NA,NA,2,15,60.3,Fundulea,Winter barley,2020-2021
COF 3185,NA,NA,129,123.5,38.26,NA,NA,5,15.2,59.9,Fundulea,Winter barley,2020-2021
COF 3186,NA,NA,128,122,39.21,NA,NA,5,15.4,60.1,Fundulea,Winter barley,2020-2021
COF 3187,NA,NA,129,125,37.87,NA,NA,5,13.7,60.1,Fundulea,Winter barley,2020-2021
COF 3188,NA,NA,132,119.5,38.81,NA,NA,5,16.2,60.3,Fundulea,Winter barley,2020-2021
COF 3189,NA,NA,132,132,37.43,NA,NA,5,17.7,59,Fundulea,Winter barley,2020-2021
COF 3190,NA,NA,131,124,38.22,NA,NA,5,15.3,59.6,Fundulea,Winter barley,2020-2021
COF 3191,NA,NA,130,131,38.22,NA,NA,5,15.3,59.6,Fundulea,Winter barley,2020-2021
COF 3192,NA,NA,130,128.5,36.17,NA,NA,5,14.6,60.7,Fundulea,Winter barley,2020-2021
COF 3193,NA,NA,130,136,39.32,NA,NA,5,16,59.7,Fundulea,Winter barley,2020-2021
COF 3194,NA,NA,130,135,32.47,NA,NA,5,15.8,59.3,Fundulea,Winter barley,2020-2021
COF 3195,NA,NA,130,138.5,39.18,NA,NA,5,15.8,60.2,Fundulea,Winter barley,2020-2021
COF 3196,NA,NA,130,132,35.74,NA,NA,5,15.8,59.6,Fundulea,Winter barley,2020-2021
COF 3197,NA,NA,131,119.5,34.11,NA,NA,5,16.4,60.1,Fundulea,Winter barley,2020-2021
COF 3198,NA,NA,129,122,32.49,NA,NA,5,15.8,59.8,Fundulea,Winter barley,2020-2021
COF 3199,NA,NA,131,140,34.24,NA,NA,5,16.4,59.6,Fundulea,Winter barley,2020-2021
COF 3200,NA,NA,129,126.5,36.79,NA,NA,5,14.2,60.5,Fundulea,Winter barley,2020-2021
COF 3201,NA,NA,133,120.5,34.57,NA,NA,5,16.7,59.8,Fundulea,Winter barley,2020-2021
COF 3202,NA,NA,126,105.5,36.07,NA,NA,1,14.6,59.8,Fundulea,Winter barley,2020-2021
COF 3203,NA,NA,130,99,35.16,NA,NA,1,14.5,60,Fundulea,Winter barley,2020-2021
COF 3204,NA,NA,130,112.5,39.2,NA,NA,1,16.1,60.2,Fundulea,Winter barley,2020-2021
COF 3205,NA,NA,130,138.5,32.26,NA,NA,5,15,59.6,Fundulea,Winter barley,2020-2021
COF 3206,NA,NA,130,136,35.53,NA,NA,3,16.2,59,Fundulea,Winter barley,2020-2021
COF 3207,NA,NA,130,123.5,35.71,NA,NA,4,15.8,59.4,Fundulea,Winter barley,2020-2021
COF 3208,NA,NA,130,123.5,30.14,NA,NA,1,15.8,60.1,Fundulea,Winter barley,2020-2021
COF 3209,NA,NA,129,123,35.1,NA,NA,1,15.1,59.6,Fundulea,Winter barley,2020-2021
COF 3210,NA,NA,129,111,33.45,NA,NA,1,14.3,60,Fundulea,Winter barley,2020-2021
COF 3211,NA,NA,126,101.5,31.17,NA,NA,1,13.8,59.5,Fundulea,Winter barley,2020-2021
COF 3212,NA,NA,126,115.5,30.04,NA,NA,4,14.2,59.4,Fundulea,Winter barley,2020-2021
COF 3213,NA,NA,126,123,34,NA,NA,5,14.8,59.4,Fundulea,Winter barley,2020-2021
COF 3214,NA,NA,128,134,34.75,NA,NA,5,15.4,59.4,Fundulea,Winter barley,2020-2021
COF 3215,NA,NA,129,135,29.6,NA,NA,1,15.7,59.3,Fundulea,Winter barley,2020-2021
COF 3216,NA,NA,129,122,34.2,NA,NA,1,14.5,60.8,Fundulea,Winter barley,2020-2021
COF 3217,NA,NA,129,121.5,31.16,NA,NA,3,16.6,59.9,Fundulea,Winter barley,2020-2021
COF 3218,NA,NA,129,104,30.37,NA,NA,4,14,59.9,Fundulea,Winter barley,2020-2021
COF 3219,NA,NA,129,99,34.11,NA,NA,1,13.6,60.1,Fundulea,Winter barley,2020-2021
COF 3220,NA,NA,130,116.5,36.32,NA,NA,1,14.2,60.1,Fundulea,Winter barley,2020-2021
COF 3221,NA,NA,128,112.5,34.28,NA,NA,1,14.2,60,Fundulea,Winter barley,2020-2021
COF 3222,NA,NA,129,96,33.18,NA,NA,1,14.2,60,Fundulea,Winter barley,2020-2021
COF 3223,NA,NA,129,130.5,30.32,NA,NA,1,14.2,59.5,Fundulea,Winter barley,2020-2021
COF 3224,NA,NA,128,109.5,36.58,NA,NA,1,15,60.9,Fundulea,Winter barley,2020-2021
COF 3225,NA,NA,130,130,34.41,NA,NA,4,14.3,60.8,Fundulea,Winter barley,2020-2021
COF 3226,NA,NA,128,110.5,40.13,NA,NA,1,14.9,59.7,Fundulea,Winter barley,2020-2021
COF 3227,NA,NA,130,132.5,30.87,NA,NA,1,15.9,59.2,Fundulea,Winter barley,2020-2021
COF 3228,NA,NA,129,129,40.34,NA,NA,5,16,59.8,Fundulea,Winter barley,2020-2021
COF 3229,NA,NA,131,140.5,34.71,NA,NA,5,16.7,59,Fundulea,Winter barley,2020-2021
COF 3230,NA,NA,130,137.5,38.15,NA,NA,5,14.6,59.8,Fundulea,Winter barley,2020-2021
COF 3231,NA,NA,129,123.5,32.19,NA,NA,5,14.3,59.7,Fundulea,Winter barley,2020-2021
COF 3232,NA,NA,129,102.5,35.68,NA,NA,5,14.9,59.5,Fundulea,Winter barley,2020-2021
COF 3233,NA,NA,128,104.5,31.06,NA,NA,1,14.8,59,Fundulea,Winter barley,2020-2021
COF 3234,NA,NA,129,103,36.39,NA,NA,1,15.7,59.5,Fundulea,Winter barley,2020-2021
COF 3235,NA,NA,128,115.5,43.13,NA,NA,1,13.2,60.7,Fundulea,Winter barley,2020-2021
COF 3236,NA,NA,128,112.5,44.65,NA,NA,1,15.8,59.3,Fundulea,Winter barley,2020-2021
COF 3239,NA,NA,129,127,37.83,NA,NA,4,17.1,59.3,Fundulea,Winter barley,2020-2021
COF 3240,NA,NA,129,119.5,34.44,NA,NA,1,17,59.6,Fundulea,Winter barley,2020-2021
COF 3241,NA,NA,128,113,27.01,NA,NA,1,15.5,60.2,Fundulea,Winter barley,2020-2021
COF 3242,NA,NA,131,113,32.16,NA,NA,1,15.8,60.1,Fundulea,Winter barley,2020-2021
COF 3243,NA,NA,129,126,36.39,NA,NA,1,15.8,59.9,Fundulea,Winter barley,2020-2021
COF 3244,NA,NA,129,119.5,33.04,NA,NA,4,16.3,60,Fundulea,Winter barley,2020-2021
COF 3245,NA,NA,129,121.5,32.96,NA,NA,5,15.7,59.3,Fundulea,Winter barley,2020-2021
COF 3246,NA,NA,129,132,36.41,NA,NA,5,14.7,59.2,Fundulea,Winter barley,2020-2021
COF 3247,NA,NA,130,100,31.96,NA,NA,5,14.3,59.6,Fundulea,Winter barley,2020-2021
COF 3248,NA,NA,129,115,30.83,NA,NA,5,15,59.2,Fundulea,Winter barley,2020-2021
COF 3249,NA,NA,129,106,30.02,NA,NA,5,14.1,59.2,Fundulea,Winter barley,2020-2021
COF 3250,NA,NA,130,106.5,27.28,NA,NA,5,13.4,59.4,Fundulea,Winter barley,2020-2021
COF 3251,NA,NA,130,131.5,34.66,NA,NA,5,15,60.1,Fundulea,Winter barley,2020-2021
COF 3252,NA,NA,129,130.5,39.42,NA,NA,5,16.2,59.5,Fundulea,Winter barley,2020-2021
COF 3253,NA,NA,130,132.5,33.24,NA,NA,3,16,59.5,Fundulea,Winter barley,2020-2021
COF 3254,NA,NA,130,129.5,38.55,NA,NA,5,16.6,60,Fundulea,Winter barley,2020-2021
COF 3255,NA,NA,130,134.5,32.46,NA,NA,5,16.3,59.6,Fundulea,Winter barley,2020-2021
COF 3256,NA,NA,130,137,34.36,NA,NA,5,15.8,59.7,Fundulea,Winter barley,2020-2021
COF 3257,NA,NA,131,130,39.76,NA,NA,5,15.7,65,Fundulea,Winter barley,2020-2021
COF 3258,NA,NA,130,131,36.28,NA,NA,5,15,60.1,Fundulea,Winter barley,2020-2021
COF 3259,NA,NA,132,128,37.64,NA,NA,5,15.5,60.2,Fundulea,Winter barley,2020-2021
COF 3260,NA,NA,128,121.5,28.13,NA,NA,1,15.5,59.8,Fundulea,Winter barley,2020-2021
COF 3261,NA,NA,126,120,28.67,NA,NA,1,14,60.1,Fundulea,Winter barley,2020-2021
COF 3262,NA,NA,130,112.5,31.76,NA,NA,5,15.9,59.3,Fundulea,Winter barley,2020-2021
COF 3263,NA,NA,131,113,35.2,NA,NA,5,15.9,59.7,Fundulea,Winter barley,2020-2021
COF 3264,NA,NA,130,116.5,36.18,NA,NA,3,13.9,60.1,Fundulea,Winter barley,2020-2021
COF 3265,NA,NA,129,111.5,31.92,NA,NA,1,13.6,61.4,Fundulea,Winter barley,2020-2021
COF 3266,NA,NA,130,116.5,36.07,NA,NA,4,15.4,60,Fundulea,Winter barley,2020-2021
COF 3267,NA,NA,129,128,28.14,NA,NA,5,17.9,58.4,Fundulea,Winter barley,2020-2021
COF 3268,NA,NA,129,125,32.72,NA,NA,5,16.5,59.2,Fundulea,Winter barley,2020-2021
COF 3269,NA,NA,129,103.5,27.31,NA,NA,2,14.1,59.4,Fundulea,Winter barley,2020-2021
COF 3269,NA,NA,126,NA,40,NA,NA,1,14.2,60.3,Fundulea,Winter barley,2020-2021
COF 3270,NA,NA,129,101.5,35.32,NA,NA,1,14.3,59.8,Fundulea,Winter barley,2020-2021
COF 3271,NA,NA,131,119,29.96,NA,NA,5,15.3,59,Fundulea,Winter barley,2020-2021
COF 3272,NA,NA,130,123.5,31.04,NA,NA,5,15.6,59.1,Fundulea,Winter barley,2020-2021
COF 3273,NA,NA,130,117,42.91,NA,NA,5,16.5,60.1,Fundulea,Winter barley,2020-2021
COF 3274,NA,NA,130,120,39.46,NA,NA,5,16.8,59.7,Fundulea,Winter barley,2020-2021
COF 3275,NA,NA,131,118.5,32.45,NA,NA,5,15.1,59.2,Fundulea,Winter barley,2020-2021
COF 3276,NA,NA,129,118,36.54,NA,NA,5,14.8,60,Fundulea,Winter barley,2020-2021
COF 3277,NA,NA,130,119,27.42,NA,NA,1,17.8,58.3,Fundulea,Winter barley,2020-2021
COF 3278,NA,NA,130,99.5,38.63,NA,NA,1,14.3,60.8,Fundulea,Winter barley,2020-2021
