accenumb,campaign,trait,value
994,1961-1962,plant_height,140
994,1961-1962,thousand_kernel_weight,43.4
999,1961-1962,days_to_heading,164
999,1961-1962,plant_height,140
999,1961-1962,thousand_kernel_weight,42
1004,1962-1963,days_to_heading,169
1004,1962-1963,days_to_heading,171
1004,1962-1963,plant_height,160
1004,1962-1963,plant_height,170
1004,1962-1963,thousand_kernel_weight,43.1
1004,1962-1963,thousand_kernel_weight,45.3
1008,1962-1963,days_to_heading,164
1008,1962-1963,plant_height,150
1008,1962-1963,thousand_kernel_weight,41.5
1014,1962-1963,days_to_heading,152
1014,1962-1963,plant_height,140
1014,1962-1963,thousand_kernel_weight,38.4
1020,1962-1963,days_to_heading,163
1020,1962-1963,plant_height,150
1020,1962-1963,thousand_kernel_weight,50
1031,1962-1963,days_to_heading,163
1031,1962-1963,plant_height,155
1031,1962-1963,thousand_kernel_weight,41.9
1033,1962-1963,days_to_heading,169
1033,1962-1963,plant_height,160
1033,1962-1963,thousand_kernel_weight,44.5
1042,1962-1963,days_to_heading,169
1042,1962-1963,plant_height,145
1042,1962-1963,thousand_kernel_weight,42
1043,1962-1963,days_to_heading,169
1043,1962-1963,plant_height,145
1043,1962-1963,thousand_kernel_weight,40.6
1045,1962-1963,days_to_heading,161
1045,1962-1963,plant_height,160
1045,1962-1963,thousand_kernel_weight,53
1046,1962-1963,days_to_heading,159
1046,1962-1963,plant_height,160
1046,1962-1963,thousand_kernel_weight,42
1050,1962-1963,days_to_heading,171
1050,1962-1963,plant_height,170
1050,1962-1963,thousand_kernel_weight,46.5
122,1962-1963,days_to_heading,161
122,1962-1963,plant_height,150
122,1962-1963,thousand_kernel_weight,35.2
123,1962-1963,days_to_heading,161
123,1962-1963,plant_height,150
123,1962-1963,thousand_kernel_weight,46.1
133,1962-1963,days_to_heading,170
133,1962-1963,plant_height,145
133,1962-1963,thousand_kernel_weight,39.7
134,1962-1963,days_to_heading,172
134,1962-1963,plant_height,150
134,1962-1963,thousand_kernel_weight,39.5
196,1962-1963,days_to_heading,164
196,1962-1963,plant_height,150
196,1962-1963,thousand_kernel_weight,38.6
199,1962-1963,days_to_heading,159
199,1962-1963,plant_height,175
199,1962-1963,thousand_kernel_weight,45.8
4120,1962-1963,days_to_heading,174
4120,1962-1963,plant_height,160
4120,1962-1963,thousand_kernel_weight,31
4124,1962-1963,days_to_heading,178
4124,1962-1963,plant_height,130
4124,1962-1963,thousand_kernel_weight,27.5
4125,1962-1963,days_to_heading,172
4125,1962-1963,plant_height,130
4125,1962-1963,thousand_kernel_weight,31
4126,1962-1963,days_to_heading,174
4126,1962-1963,plant_height,140
4126,1962-1963,thousand_kernel_weight,35.5
4127,1962-1963,days_to_heading,170
4127,1962-1963,plant_height,140
4127,1962-1963,thousand_kernel_weight,41.5
4128,1962-1963,days_to_heading,169
4128,1962-1963,plant_height,140
4128,1962-1963,thousand_kernel_weight,41.5
4129,1962-1963,days_to_heading,164
4129,1962-1963,plant_height,130
4129,1962-1963,thousand_kernel_weight,43
4130,1962-1963,days_to_heading,170
4130,1962-1963,plant_height,135
4130,1962-1963,thousand_kernel_weight,34
4131,1962-1963,days_to_heading,177
4131,1962-1963,plant_height,135
4131,1962-1963,thousand_kernel_weight,35.5
4132,1962-1963,days_to_heading,171
4132,1962-1963,plant_height,150
4132,1962-1963,thousand_kernel_weight,42.5
4133,1962-1963,days_to_heading,166
4133,1962-1963,plant_height,135
4133,1962-1963,thousand_kernel_weight,40
4135,1962-1963,days_to_heading,164
4135,1962-1963,plant_height,130
4135,1962-1963,thousand_kernel_weight,30
4136,1962-1963,days_to_heading,169
4136,1962-1963,plant_height,130
4136,1962-1963,thousand_kernel_weight,38
4137,1962-1963,days_to_heading,176
4137,1962-1963,plant_height,150
4137,1962-1963,thousand_kernel_weight,37
4138,1962-1963,days_to_heading,173
4138,1962-1963,plant_height,150
4138,1962-1963,thousand_kernel_weight,36.5
4139,1962-1963,days_to_heading,168
4139,1962-1963,plant_height,140
4139,1962-1963,thousand_kernel_weight,41.5
4140,1962-1963,days_to_heading,175
4140,1962-1963,plant_height,160
4140,1962-1963,thousand_kernel_weight,35.5
4141,1962-1963,days_to_heading,171
4141,1962-1963,plant_height,150
4141,1962-1963,thousand_kernel_weight,40
4142,1962-1963,days_to_heading,169
4142,1962-1963,plant_height,150
4142,1962-1963,thousand_kernel_weight,44.5
4143,1962-1963,days_to_heading,176
4143,1962-1963,plant_height,155
4143,1962-1963,thousand_kernel_weight,36
4144,1962-1963,days_to_heading,172
4144,1962-1963,plant_height,160
4144,1962-1963,thousand_kernel_weight,46.5
4145,1962-1963,days_to_heading,171
4145,1962-1963,plant_height,145
4145,1962-1963,thousand_kernel_weight,31
4146,1962-1963,days_to_heading,171
4146,1962-1963,plant_height,150
4146,1962-1963,thousand_kernel_weight,38.5
4147,1962-1963,days_to_heading,171
4147,1962-1963,plant_height,150
4147,1962-1963,thousand_kernel_weight,42.5
4148,1962-1963,days_to_heading,172
4148,1962-1963,plant_height,155
4148,1962-1963,thousand_kernel_weight,51.5
4149,1962-1963,days_to_heading,168
4149,1962-1963,plant_height,145
4149,1962-1963,thousand_kernel_weight,47
4150,1962-1963,days_to_heading,171
4150,1962-1963,plant_height,150
4150,1962-1963,thousand_kernel_weight,45
4151,1962-1963,days_to_heading,171
4151,1962-1963,plant_height,160
4151,1962-1963,thousand_kernel_weight,48
4152,1962-1963,days_to_heading,171
4152,1962-1963,plant_height,150
4152,1962-1963,thousand_kernel_weight,43.5
4153,1962-1963,days_to_heading,170
4153,1962-1963,plant_height,160
4153,1962-1963,thousand_kernel_weight,46
4154,1962-1963,days_to_heading,172
4154,1962-1963,plant_height,155
4154,1962-1963,thousand_kernel_weight,45
4155,1962-1963,days_to_heading,178
4155,1962-1963,plant_height,160
4155,1962-1963,thousand_kernel_weight,48.5
4156,1962-1963,days_to_heading,176
4156,1962-1963,plant_height,130
4156,1962-1963,thousand_kernel_weight,43
4158,1962-1963,days_to_heading,177
4158,1962-1963,plant_height,150
4158,1962-1963,thousand_kernel_weight,36.5
4159,1962-1963,days_to_heading,168
4159,1962-1963,plant_height,150
4159,1962-1963,thousand_kernel_weight,46
4160,1962-1963,days_to_heading,173
4160,1962-1963,plant_height,150
4160,1962-1963,thousand_kernel_weight,47
4161,1962-1963,days_to_heading,171
4161,1962-1963,plant_height,155
4161,1962-1963,thousand_kernel_weight,48
4162,1962-1963,days_to_heading,172
4162,1962-1963,plant_height,150
4162,1962-1963,thousand_kernel_weight,40.5
4163,1962-1963,days_to_heading,171
4163,1962-1963,plant_height,130
4163,1962-1963,thousand_kernel_weight,44
4164,1962-1963,days_to_heading,171
4164,1962-1963,plant_height,145
4164,1962-1963,thousand_kernel_weight,45.5
4165,1962-1963,days_to_heading,170
4165,1962-1963,plant_height,150
4165,1962-1963,thousand_kernel_weight,41
4166,1962-1963,days_to_heading,169
4166,1962-1963,plant_height,145
4166,1962-1963,thousand_kernel_weight,47.5
4167,1962-1963,days_to_heading,171
4167,1962-1963,plant_height,150
4167,1962-1963,thousand_kernel_weight,43.5
4168,1962-1963,days_to_heading,169
4168,1962-1963,plant_height,155
4168,1962-1963,thousand_kernel_weight,40
4169,1962-1963,days_to_heading,171
4169,1962-1963,plant_height,155
4169,1962-1963,thousand_kernel_weight,46.5
4170,1962-1963,days_to_heading,169
4170,1962-1963,plant_height,150
4170,1962-1963,thousand_kernel_weight,46
4171,1962-1963,days_to_heading,177
4171,1962-1963,plant_height,145
4171,1962-1963,thousand_kernel_weight,39
4172,1962-1963,days_to_heading,176
4172,1962-1963,plant_height,150
4172,1962-1963,thousand_kernel_weight,44.5
4173,1962-1963,days_to_heading,173
4173,1962-1963,plant_height,140
4173,1962-1963,thousand_kernel_weight,43.5
4174,1962-1963,days_to_heading,174
4174,1962-1963,plant_height,135
4174,1962-1963,thousand_kernel_weight,40.5
4175,1962-1963,days_to_heading,170
4175,1962-1963,plant_height,155
4175,1962-1963,thousand_kernel_weight,50
4178,1962-1963,days_to_heading,178
4178,1962-1963,plant_height,150
4178,1962-1963,thousand_kernel_weight,39.5
4180,1962-1963,days_to_heading,171
4180,1962-1963,plant_height,160
4180,1962-1963,thousand_kernel_weight,45
4181,1962-1963,days_to_heading,169
4181,1962-1963,plant_height,155
4181,1962-1963,thousand_kernel_weight,44.5
4182,1962-1963,days_to_heading,170
4182,1962-1963,plant_height,140
4182,1962-1963,thousand_kernel_weight,40
4183,1962-1963,days_to_heading,171
4183,1962-1963,plant_height,155
4183,1962-1963,thousand_kernel_weight,50.5
4185,1962-1963,days_to_heading,171
4185,1962-1963,plant_height,140
4185,1962-1963,thousand_kernel_weight,46
4186,1962-1963,days_to_heading,175
4186,1962-1963,plant_height,165
4186,1962-1963,thousand_kernel_weight,40.5
640,1962-1963,days_to_heading,157
640,1962-1963,days_to_heading,155
640,1962-1963,days_to_heading,156
640,1962-1963,plant_height,125
640,1962-1963,plant_height,115
640,1962-1963,plant_height,120
640,1962-1963,thousand_kernel_weight,45
640,1962-1963,thousand_kernel_weight,46
640,1962-1963,thousand_kernel_weight,48.2
640,1962-1963,thousand_kernel_weight,51.3
994,1962-1963,days_to_heading,161
994,1962-1963,plant_height,145
994,1962-1963,thousand_kernel_weight,40.5
999,1962-1963,days_to_heading,162
999,1962-1963,plant_height,145
999,1962-1963,thousand_kernel_weight,36.3
1014,1963-1964,days_to_heading,146
1014,1963-1964,plant_height,145
1014,1963-1964,thousand_kernel_weight,39.1
1046,1963-1964,days_to_heading,153
1046,1963-1964,plant_height,160
1046,1963-1964,thousand_kernel_weight,41.9
122,1963-1964,days_to_heading,153
122,1963-1964,plant_height,160
122,1963-1964,thousand_kernel_weight,32.2
123,1963-1964,days_to_heading,153
123,1963-1964,plant_height,165
123,1963-1964,thousand_kernel_weight,40.7
199,1963-1964,days_to_heading,154
199,1963-1964,plant_height,170
199,1963-1964,thousand_kernel_weight,48
4120,1963-1964,days_to_heading,157
4120,1963-1964,plant_height,150
4120,1963-1964,thousand_kernel_weight,37
4124,1963-1964,days_to_heading,162
4124,1963-1964,plant_height,150
4124,1963-1964,thousand_kernel_weight,33.5
4125,1963-1964,days_to_heading,157
4125,1963-1964,plant_height,145
4125,1963-1964,thousand_kernel_weight,46
4126,1963-1964,days_to_heading,162
4126,1963-1964,plant_height,125
4126,1963-1964,thousand_kernel_weight,44
4127,1963-1964,days_to_heading,160
4127,1963-1964,plant_height,130
4127,1963-1964,thousand_kernel_weight,36
4128,1963-1964,days_to_heading,155
4128,1963-1964,plant_height,130
4128,1963-1964,thousand_kernel_weight,49
4129,1963-1964,days_to_heading,155
4129,1963-1964,plant_height,120
4129,1963-1964,thousand_kernel_weight,51
4130,1963-1964,days_to_heading,157
4130,1963-1964,plant_height,130
4130,1963-1964,thousand_kernel_weight,21
4131,1963-1964,days_to_heading,166
4131,1963-1964,plant_height,130
4131,1963-1964,thousand_kernel_weight,35
4132,1963-1964,days_to_heading,159
4132,1963-1964,plant_height,145
4132,1963-1964,thousand_kernel_weight,52
4133,1963-1964,days_to_heading,160
4133,1963-1964,plant_height,125
4133,1963-1964,thousand_kernel_weight,39
4135,1963-1964,days_to_heading,158
4135,1963-1964,plant_height,120
4135,1963-1964,thousand_kernel_weight,31.5
4136,1963-1964,days_to_heading,160
4136,1963-1964,plant_height,115
4136,1963-1964,thousand_kernel_weight,33
4137,1963-1964,days_to_heading,167
4137,1963-1964,plant_height,120
4137,1963-1964,thousand_kernel_weight,30
4138,1963-1964,days_to_heading,164
4138,1963-1964,plant_height,135
4138,1963-1964,thousand_kernel_weight,36.5
4139,1963-1964,days_to_heading,159
4139,1963-1964,plant_height,130
4139,1963-1964,thousand_kernel_weight,42.5
4140,1963-1964,days_to_heading,167
4140,1963-1964,plant_height,150
4140,1963-1964,thousand_kernel_weight,42
4141,1963-1964,days_to_heading,160
4141,1963-1964,plant_height,135
4141,1963-1964,thousand_kernel_weight,39
4142,1963-1964,days_to_heading,158
4142,1963-1964,plant_height,140
4142,1963-1964,thousand_kernel_weight,47.5
4143,1963-1964,days_to_heading,163
4143,1963-1964,plant_height,140
4143,1963-1964,thousand_kernel_weight,35
4144,1963-1964,days_to_heading,162
4144,1963-1964,plant_height,140
4144,1963-1964,thousand_kernel_weight,45
4145,1963-1964,days_to_heading,160
4145,1963-1964,plant_height,130
4145,1963-1964,thousand_kernel_weight,35
4146,1963-1964,days_to_heading,160
4146,1963-1964,plant_height,140
4146,1963-1964,thousand_kernel_weight,46
4147,1963-1964,days_to_heading,158
4147,1963-1964,plant_height,140
4147,1963-1964,thousand_kernel_weight,41.5
4148,1963-1964,days_to_heading,158
4148,1963-1964,plant_height,145
4148,1963-1964,thousand_kernel_weight,39.5
4149,1963-1964,days_to_heading,158
4149,1963-1964,plant_height,140
4149,1963-1964,thousand_kernel_weight,50.5
4150,1963-1964,days_to_heading,158
4150,1963-1964,plant_height,150
4150,1963-1964,thousand_kernel_weight,47.5
4151,1963-1964,days_to_heading,162
4151,1963-1964,plant_height,145
4151,1963-1964,thousand_kernel_weight,47.5
4152,1963-1964,days_to_heading,162
4152,1963-1964,plant_height,130
4152,1963-1964,thousand_kernel_weight,34.5
4153,1963-1964,days_to_heading,162
4153,1963-1964,plant_height,135
4153,1963-1964,thousand_kernel_weight,42
4154,1963-1964,days_to_heading,162
4154,1963-1964,plant_height,145
4154,1963-1964,thousand_kernel_weight,38.5
4155,1963-1964,days_to_heading,167
4155,1963-1964,plant_height,160
4155,1963-1964,thousand_kernel_weight,33.5
4156,1963-1964,days_to_heading,160
4156,1963-1964,plant_height,145
4156,1963-1964,thousand_kernel_weight,42.5
4158,1963-1964,days_to_heading,165
4158,1963-1964,plant_height,155
4158,1963-1964,thousand_kernel_weight,38
4159,1963-1964,days_to_heading,155
4159,1963-1964,plant_height,145
4159,1963-1964,thousand_kernel_weight,40.5
4160,1963-1964,days_to_heading,162
4160,1963-1964,plant_height,140
4160,1963-1964,thousand_kernel_weight,39
4161,1963-1964,days_to_heading,158
4161,1963-1964,plant_height,145
4161,1963-1964,thousand_kernel_weight,50.5
4162,1963-1964,days_to_heading,158
4162,1963-1964,plant_height,145
4162,1963-1964,thousand_kernel_weight,40
4163,1963-1964,days_to_heading,158
4163,1963-1964,plant_height,140
4163,1963-1964,thousand_kernel_weight,42.5
4164,1963-1964,days_to_heading,159
4164,1963-1964,plant_height,140
4164,1963-1964,thousand_kernel_weight,45.5
4165,1963-1964,days_to_heading,158
4165,1963-1964,plant_height,135
4165,1963-1964,thousand_kernel_weight,37
4166,1963-1964,days_to_heading,157
4166,1963-1964,plant_height,140
4166,1963-1964,thousand_kernel_weight,52.5
4167,1963-1964,days_to_heading,158
4167,1963-1964,plant_height,130
4167,1963-1964,thousand_kernel_weight,37.5
4168,1963-1964,days_to_heading,158
4168,1963-1964,plant_height,140
4168,1963-1964,thousand_kernel_weight,46.5
4169,1963-1964,days_to_heading,160
4169,1963-1964,plant_height,150
4169,1963-1964,thousand_kernel_weight,45
4170,1963-1964,days_to_heading,158
4170,1963-1964,plant_height,125
4170,1963-1964,thousand_kernel_weight,44
4171,1963-1964,days_to_heading,167
4171,1963-1964,plant_height,130
4171,1963-1964,thousand_kernel_weight,34
4172,1963-1964,days_to_heading,167
4172,1963-1964,plant_height,140
4172,1963-1964,thousand_kernel_weight,36
4173,1963-1964,days_to_heading,162
4173,1963-1964,plant_height,135
4173,1963-1964,thousand_kernel_weight,33.5
4174,1963-1964,days_to_heading,162
4174,1963-1964,plant_height,130
4174,1963-1964,thousand_kernel_weight,38
4175,1963-1964,days_to_heading,158
4175,1963-1964,plant_height,145
4175,1963-1964,thousand_kernel_weight,39.5
4178,1963-1964,days_to_heading,167
4178,1963-1964,plant_height,150
4178,1963-1964,thousand_kernel_weight,27.5
4180,1963-1964,days_to_heading,158
4180,1963-1964,plant_height,150
4180,1963-1964,thousand_kernel_weight,48
4181,1963-1964,days_to_heading,157
4181,1963-1964,plant_height,140
4181,1963-1964,thousand_kernel_weight,39.5
4182,1963-1964,days_to_heading,160
4182,1963-1964,plant_height,140
4182,1963-1964,thousand_kernel_weight,35
4183,1963-1964,days_to_heading,160
4183,1963-1964,plant_height,150
4183,1963-1964,thousand_kernel_weight,44.5
4185,1963-1964,days_to_heading,157
4185,1963-1964,plant_height,150
4185,1963-1964,thousand_kernel_weight,48.5
4186,1963-1964,days_to_heading,164
4186,1963-1964,plant_height,155
4186,1963-1964,thousand_kernel_weight,35
640,1963-1964,days_to_heading,149
640,1963-1964,days_to_heading,148
640,1963-1964,plant_height,130
640,1963-1964,plant_height,125
640,1963-1964,plant_height,120
640,1963-1964,thousand_kernel_weight,39.7
640,1963-1964,thousand_kernel_weight,48.6
640,1963-1964,thousand_kernel_weight,50.4
640,1963-1964,thousand_kernel_weight,55.7
640,1963-1964,thousand_kernel_weight,56.5
1004,1964-1965,days_to_heading,166
1004,1964-1965,days_to_heading,167
1004,1964-1965,plant_height,150
1004,1964-1965,plant_height,160
1004,1964-1965,thousand_kernel_weight,42.2
1008,1964-1965,days_to_heading,160
1008,1964-1965,plant_height,145
1008,1964-1965,thousand_kernel_weight,41
1014,1964-1965,days_to_heading,158
1014,1964-1965,plant_height,140
1014,1964-1965,thousand_kernel_weight,34.2
