accenumb,campaign,days_to_heading
IG 90456,2006-2007,149
IG 90457,2006-2007,149
IG 90458,2006-2007,149
IG 90459,2006-2007,146
IG 90460,2006-2007,149
IG 90461,2006-2007,149
IG 90479,2006-2007,149
IG 90481,2006-2007,146
IG 90485,2006-2007,149
IG 90649,2006-2007,143
IG 90655,2006-2007,146
IG 90656,2006-2007,143
IG 90661,2006-2007,156
IG 90686,2006-2007,146
IG 90688,2006-2007,146
IG 90689,2006-2007,143
IG 90700,2006-2007,142
IG 90716,2006-2007,152
IG 90732,2006-2007,143
IG 90733,2006-2007,153
IG 90736,2006-2007,156
IG 90737,2006-2007,156
IG 90747,2006-2007,156
IG 92490,2006-2007,165
IG 92549,2006-2007,163
IG 92551,2006-2007,163
IG 92558,2006-2007,160
IG 96289,2006-2007,152
IG 97358,2006-2007,142
IG 97362,2006-2007,156
IG 97363,2006-2007,158
IG 97370,2006-2007,156
IG 97382,2006-2007,163
IG 97384,2006-2007,165
IG 97386,2006-2007,163
IG 97391,2006-2007,160
IG 97392,2006-2007,152
IG 97546,2006-2007,153
IG 97552,2006-2007,146
IG 97553,2006-2007,152
IG 97560,2006-2007,153
IG 97562,2006-2007,158
IG 97563,2006-2007,149
IG 97573,2006-2007,146
IG 97574,2006-2007,152
IG 97626,2006-2007,146
IG 97637,2006-2007,146
IG 97640,2006-2007,149
IG 97643,2006-2007,149
IG 97644,2006-2007,149
IG 97646,2006-2007,149
IG 97648,2006-2007,146
IG 97650,2006-2007,132
IG 97654,2006-2007,149
IG 97656,2006-2007,149
IG 97659,2006-2007,146
IG 97660,2006-2007,146
IG 97664,2006-2007,149
IG 97667,2006-2007,152
IG 97669,2006-2007,149
IG 97686,2006-2007,146
IG 97688,2006-2007,146
IG 97690,2006-2007,149
IG 97692,2006-2007,146
IG 97698,2006-2007,146
IG 97701,2006-2007,146
IG 97702,2006-2007,146
IG 97704,2006-2007,146
IG 97705,2006-2007,149
IG 97712,2006-2007,156
IG 97718,2006-2007,152
IG 97737,2006-2007,149
IG 97749,2006-2007,152
IG 98056,2006-2007,158
IG 98124,2006-2007,160
IG 98129,2006-2007,160
IG 98135,2006-2007,146
IG 98260,2006-2007,149
IG 98373,2006-2007,146
IG 98379,2006-2007,146
IG 98401,2006-2007,152
IG 98407,2006-2007,152
IG 98425,2006-2007,146
IG 98428,2006-2007,146
IG 98436,2006-2007,149
IG 98448,2006-2007,156
IG 98556,2006-2007,152
IG 98561,2006-2007,146
IG 98601,2006-2007,149
IG 98713,2006-2007,156
IG 98715,2006-2007,158
IG 98716,2006-2007,146
IG 98720,2006-2007,158
IG 98928,2006-2007,158
IG 98939,2006-2007,156
IG 99106,2006-2007,142
IG 99111,2006-2007,138
IG 99112,2006-2007,142
IG 99113,2006-2007,138
IG 99117,2006-2007,138
IG 99119,2006-2007,142
IG 99128,2006-2007,152
IG 99129,2006-2007,143
IG 99130,2006-2007,143
IG 99133,2006-2007,156
IG 99137,2006-2007,142
IG 99138,2006-2007,142
IG 99142,2006-2007,142
IG 99143,2006-2007,143
IG 99144,2006-2007,142
IG 99146,2006-2007,142
IG 99151,2006-2007,158
IG 99152,2006-2007,146
IG 99153,2006-2007,146
IG 99155,2006-2007,146
IG 99177,2006-2007,142
IG 99178,2006-2007,143
IG 99186,2006-2007,143
IG 99187,2006-2007,146
IG 99188,2006-2007,146
IG 99189,2006-2007,142
IG 99191,2006-2007,146
IG 99193,2006-2007,143
IG 99197,2006-2007,138
IG 99198,2006-2007,138
IG 99200,2006-2007,138
IG 99201,2006-2007,142
IG 108454,2007-2008,153
IG 110711,2007-2008,132
IG 110850,2007-2008,132
IG 110854,2007-2008,134
IG 110873,2007-2008,134
IG 110878,2007-2008,132
IG 110889,2007-2008,132
IG 110897,2007-2008,132
IG 110901,2007-2008,132
IG 117965,2007-2008,132
IG 117967,2007-2008,132
IG 118177,2007-2008,139
IG 119262,2007-2008,146
IG 125938,2007-2008,149
IG 125939,2007-2008,153
IG 125963,2007-2008,153
IG 125981,2007-2008,153
IG 126003,2007-2008,153
IG 126010,2007-2008,153
IG 126030,2007-2008,153
IG 126034,2007-2008,153
IG 126047,2007-2008,153
IG 126048,2007-2008,153
IG 126058,2007-2008,153
IG 126065,2007-2008,153
IG 126295,2007-2008,149
IG 127160,2007-2008,132
IG 127171,2007-2008,132
IG 130814,2007-2008,132
IG 130815,2007-2008,132
IG 135262,2007-2008,141
IG 135309,2007-2008,141
IG 135853,2007-2008,139
IG 138315,2007-2008,132
IG 139143,2007-2008,143
IG 139165,2007-2008,141
IG 139168,2007-2008,141
IG 139171,2007-2008,139
IG 139178,2007-2008,146
IG 139182,2007-2008,146
IG 139183,2007-2008,146
IG 139185,2007-2008,141
IG 139188,2007-2008,139
IG 140873,2007-2008,139
IG 140877,2007-2008,149
IG 141346,2007-2008,153
IG 141346,2007-2008,132
IG 45090,2007-2008,127
IG 45320,2007-2008,132
IG 81969,2007-2008,137
IG 82018,2007-2008,137
IG 82024,2007-2008,134
IG 82025,2007-2008,132
IG 82286,2007-2008,139
IG 82655,2007-2008,132
IG 83078,2007-2008,132
IG 83079,2007-2008,137
IG 83216,2007-2008,139
IG 83367,2007-2008,132
IG 83481,2007-2008,137
IG 84097,2007-2008,139
IG 84853,2007-2008,132
IG 84859,2007-2008,141
IG 84859,2007-2008,125
IG 84863,2007-2008,132
IG 86653,2007-2008,132
IG 87743,2007-2008,139
IG 89361,2007-2008,139
IG 89959,2007-2008,137
IG 91764,2007-2008,146
IG 92267,2007-2008,125
IG 92348,2007-2008,132
IG 92350,2007-2008,125
IG 92354,2007-2008,132
IG 92491,2007-2008,160
IG 92796,2007-2008,132
IG 92848,2007-2008,132
IG 92858,2007-2008,125
IG 92884,2007-2008,132
IG 92964,2007-2008,139
IG 92977,2007-2008,137
IG 93019,2007-2008,132
IG 93032,2007-2008,134
IG 93118,2007-2008,134
IG 93252,2007-2008,137
IG 93264,2007-2008,134
IG 94617,2007-2008,139
IG 94651,2007-2008,132
IG 94653,2007-2008,125
IG 94702,2007-2008,132
IG 94792,2007-2008,125
IG 94986,2007-2008,134
IG 95721,2007-2008,132
IG 95727,2007-2008,154
IG 95790,2007-2008,125
IG 95791,2007-2008,125
IG 95792,2007-2008,132
IG 95793,2007-2008,125
IG 95794,2007-2008,125
IG 95797,2007-2008,125
IG 95798,2007-2008,132
IG 95802,2007-2008,125
IG 95805,2007-2008,132
IG 95808,2007-2008,132
IG 95809,2007-2008,132
IG 95810,2007-2008,125
IG 95815,2007-2008,125
IG 95827,2007-2008,125
IG 95841,2007-2008,139
IG 95843,2007-2008,132
IG 95846,2007-2008,155
IG 95852,2007-2008,132
IG 95858,2007-2008,132
IG 95882,2007-2008,132
IG 95886,2007-2008,132
IG 95889,2007-2008,125
IG 95907,2007-2008,132
IG 95913,2007-2008,125
IG 95921,2007-2008,132
IG 95922,2007-2008,132
IG 95925,2007-2008,125
IG 95929,2007-2008,125
IG 95934,2007-2008,132
IG 95940,2007-2008,132
IG 95942,2007-2008,125
IG 95947,2007-2008,125
IG 95971,2007-2008,134
IG 95987,2007-2008,132
IG 96003,2007-2008,137
IG 96038,2007-2008,132
IG 96056,2007-2008,139
IG 96059,2007-2008,139
IG 96092,2007-2008,139
IG 96105,2007-2008,132
IG 96107,2007-2008,125
IG 96125,2007-2008,132
IG 96137,2007-2008,132
IG 96144,2007-2008,136
IG 96146,2007-2008,146
IG 96147,2007-2008,141
IG 96149,2007-2008,132
IG 96150,2007-2008,132
IG 96153,2007-2008,125
IG 96154,2007-2008,139
IG 96156,2007-2008,132
IG 96160,2007-2008,125
IG 96162,2007-2008,132
IG 96164,2007-2008,144
IG 96165,2007-2008,144
IG 96168,2007-2008,132
IG 96173,2007-2008,132
IG 96177,2007-2008,139
IG 96179,2007-2008,132
IG 96182,2007-2008,134
IG 96189,2007-2008,132
IG 96191,2007-2008,125
IG 96218,2007-2008,153
IG 96272,2007-2008,136
IG 96273,2007-2008,139
IG 96274,2007-2008,139
IG 96279,2007-2008,143
IG 96279,2007-2008,132
IG 96280,2007-2008,141
IG 96281,2007-2008,143
IG 96281,2007-2008,132
IG 96282,2007-2008,153
IG 96283,2007-2008,146
IG 96288,2007-2008,149
IG 96292,2007-2008,146
IG 96292,2007-2008,132
IG 96293,2007-2008,146
IG 96294,2007-2008,146
IG 96295,2007-2008,141
IG 96299,2007-2008,149
IG 96301,2007-2008,143
IG 96301,2007-2008,132
IG 96302,2007-2008,143
IG 96309,2007-2008,143
IG 96309,2007-2008,132
IG 96314,2007-2008,146
IG 96314,2007-2008,132
IG 96323,2007-2008,143
IG 96323,2007-2008,132
IG 96329,2007-2008,149
IG 96329,2007-2008,134
IG 96334,2007-2008,134
IG 96338,2007-2008,125
IG 96340,2007-2008,125
IG 96348,2007-2008,146
IG 96351,2007-2008,132
IG 96359,2007-2008,125
IG 96360,2007-2008,125
IG 96365,2007-2008,125
IG 96366,2007-2008,125
IG 96375,2007-2008,134
IG 96384,2007-2008,134
IG 96406,2007-2008,139
IG 96411,2007-2008,139
IG 96414,2007-2008,134
IG 96419,2007-2008,137
IG 96430,2007-2008,134
IG 97353,2007-2008,141
IG 97354,2007-2008,139
IG 97355,2007-2008,149
IG 97355,2007-2008,132
IG 97356,2007-2008,153
IG 97357,2007-2008,153
IG 97359,2007-2008,160
IG 97360,2007-2008,156
IG 97360,2007-2008,134
IG 97361,2007-2008,156
IG 97364,2007-2008,153
IG 97365,2007-2008,153
IG 97366,2007-2008,139
IG 97367,2007-2008,149
IG 97369,2007-2008,139
IG 97370,2007-2008,139
IG 97371,2007-2008,153
IG 97373,2007-2008,139
IG 97374,2007-2008,149
IG 97377,2007-2008,141
IG 97379,2007-2008,141
IG 97379,2007-2008,125
IG 97380,2007-2008,153
IG 97381,2007-2008,157
IG 97382,2007-2008,139
IG 97383,2007-2008,157
IG 97385,2007-2008,157
IG 97386,2007-2008,139
IG 97388,2007-2008,153
IG 97389,2007-2008,156
IG 97390,2007-2008,157
IG 97393,2007-2008,153
IG 97394,2007-2008,141
IG 97396,2007-2008,156
IG 97397,2007-2008,139
IG 97397,2007-2008,125
IG 97398,2007-2008,156
IG 97412,2007-2008,139
IG 97412,2007-2008,125
IG 97417,2007-2008,153
IG 97567,2007-2008,149
IG 97827,2007-2008,136
IG 97828,2007-2008,153
IG 97829,2007-2008,153
IG 98043,2007-2008,160
IG 98130,2007-2008,156
IG 98135,2007-2008,125
IG 98260,2007-2008,132
IG 98373,2007-2008,132
IG 98379,2007-2008,125
IG 98405,2007-2008,153
IG 98414,2007-2008,146
IG 98433,2007-2008,141
IG 98442,2007-2008,146
IG 98543,2007-2008,147
IG 98546,2007-2008,141
IG 98551,2007-2008,149
IG 98559,2007-2008,146
IG 98587,2007-2008,146
IG 98591,2007-2008,153
IG 98594,2007-2008,153
IG 98608,2007-2008,153
IG 98608,2007-2008,134
IG 98611,2007-2008,146
IG 98613,2007-2008,149
IG 98712,2007-2008,153
IG 98712,2007-2008,134
