genotype,days_to_heading_BLUE,plant_height_BLUE,thousand_kernel_weight_BLUE
IG 81474,NA,99.37,NA
IG 81475,NA,99.58,NA
IG 81476,NA,NA,NA
IG 81477,NA,84.93,NA
IG 81478,NA,NA,NA
IG 81479,NA,NA,NA
IG 81480,NA,NA,NA
IG 81481,NA,84.78,NA
IG 81482,NA,NA,NA
IG 81483,NA,89.25,NA
IG 81484,NA,88.18,NA
IG 81485,NA,NA,NA
IG 81486,141.52,89.4,NA
IG 81487,NA,NA,NA
IG 81488,NA,NA,NA
IG 81489,NA,NA,NA
IG 81490,NA,NA,NA
IG 81491,NA,90.11,NA
IG 81492,NA,NA,NA
IG 81493,NA,NA,NA
IG 81494,NA,NA,NA
IG 81495,NA,NA,NA
IG 81496,140.08,95.44,NA
IG 81497,NA,NA,NA
IG 81498,NA,91.14,NA
IG 81499,NA,NA,NA
IG 81500,NA,NA,NA
IG 81501,NA,NA,NA
IG 81502,NA,NA,NA
IG 81503,NA,96.95,NA
IG 81504,NA,NA,NA
IG 81505,NA,NA,NA
IG 81506,NA,NA,NA
IG 81507,NA,NA,NA
IG 81508,NA,NA,NA
IG 81509,NA,NA,NA
IG 81510,133.77,86.74,NA
IG 81511,NA,NA,NA
IG 81512,133.53,78.46,25.97
IG 81513,130.38,82.18,NA
IG 81514,NA,NA,NA
IG 81515,NA,NA,NA
IG 81516,NA,80.72,NA
IG 81518,NA,67.43,NA
IG 81519,NA,NA,NA
IG 81521,NA,NA,NA
IG 81523,139.27,84.41,NA
IG 81524,NA,NA,NA
IG 81525,NA,NA,NA
IG 81526,134.36,87.23,26.47
IG 81527,132.81,88.38,NA
IG 81528,NA,NA,NA
IG 81529,124.13,90.35,NA
IG 81531,NA,NA,NA
IG 81532,NA,NA,NA
IG 81533,NA,NA,NA
IG 81534,132.12,83.42,NA
IG 81535,NA,NA,NA
IG 81536,NA,76.02,NA
IG 81538,NA,NA,NA
IG 81539,NA,NA,NA
IG 81540,NA,NA,NA
IG 81541,133.91,75.64,NA
IG 81542,129.77,85.75,29.83
IG 81543,132.88,73.83,NA
IG 81544,NA,NA,NA
IG 81545,NA,NA,NA
IG 81546,127.64,79.16,39.45
IG 81547,NA,NA,NA
IG 81548,NA,NA,NA
IG 81549,NA,NA,NA
IG 81550,132.7,73.9,39.52
IG 81551,NA,NA,NA
IG 81552,NA,NA,NA
IG 81553,NA,NA,NA
IG 81554,NA,NA,NA
IG 81555,NA,86.09,NA
IG 81556,NA,NA,NA
IG 81557,NA,NA,NA
IG 81558,NA,85.14,33.76
IG 81559,NA,90.19,NA
IG 81560,NA,NA,NA
IG 81561,NA,NA,NA
IG 81562,NA,NA,NA
IG 81563,NA,NA,NA
IG 81565,NA,NA,NA
IG 81566,NA,NA,NA
IG 81567,NA,NA,NA
IG 81568,NA,89.15,NA
IG 81569,NA,75.67,NA
IG 81570,NA,NA,NA
IG 81571,NA,89.98,NA
IG 81572,NA,NA,NA
IG 81573,NA,83.41,34.33
IG 81574,NA,NA,NA
IG 81575,NA,82.17,NA
IG 81576,NA,85.58,NA
IG 81577,NA,84.17,NA
IG 81578,138.24,93.74,NA
IG 81579,NA,NA,NA
IG 81580,NA,94.93,NA
IG 81582,NA,77.38,NA
IG 81583,NA,NA,NA
IG 81584,NA,84.58,NA
IG 81585,NA,90.18,NA
IG 81586,NA,NA,NA
IG 81587,NA,NA,NA
IG 81588,NA,90.8,31.07
IG 81589,NA,77.18,NA
IG 81590,NA,87.57,NA
IG 81591,NA,82.79,NA
IG 81592,NA,96.98,NA
IG 81593,NA,83.97,NA
IG 81594,NA,86.11,NA
IG 81595,NA,84.82,NA
IG 81596,NA,81.18,NA
IG 81597,NA,73.57,NA
IG 81598,NA,85.18,NA
IG 81599,NA,82.78,NA
IG 81600,NA,80.81,NA
IG 81601,NA,82.98,NA
IG 81603,NA,82.17,NA
IG 81604,NA,90.18,NA
IG 81605,132.11,89.81,35.25
IG 81606,NA,87.58,NA
IG 81607,NA,89.17,NA
IG 81608,126.26,83.54,NA
IG 81609,NA,89.68,NA
IG 81610,NA,82.98,NA
IG 81611,NA,NA,NA
IG 81612,NA,76.58,NA
IG 81613,NA,NA,NA
IG 81614,NA,NA,NA
IG 81615,NA,91.18,NA
IG 81616,NA,97.37,NA
IG 81617,NA,70.18,NA
IG 81618,NA,91.18,NA
IG 81619,NA,86.98,NA
IG 81620,NA,91.77,NA
IG 81621,147.25,93.01,NA
IG 81622,NA,77.78,NA
IG 81623,NA,88.18,NA
IG 81624,NA,90.98,NA
IG 81625,NA,89.11,NA
IG 81626,NA,82.89,NA
IG 81627,134.36,88.72,32.28
IG 81628,NA,86.78,NA
IG 81630,NA,85.38,NA
IG 81631,NA,83.38,NA
IG 81632,NA,NA,NA
IG 81633,NA,87.98,NA
IG 81634,NA,NA,NA
IG 81635,NA,90.18,NA
IG 81636,NA,91.78,NA
IG 81637,NA,89.38,NA
IG 81638,NA,NA,NA
IG 81639,NA,NA,NA
IG 81640,NA,NA,NA
IG 81641,NA,NA,NA
IG 81642,NA,81.04,NA
IG 81643,NA,89.55,NA
IG 81645,NA,NA,NA
IG 81646,NA,89.37,NA
IG 81647,NA,86.78,NA
IG 81648,NA,80.38,NA
IG 81649,NA,88.78,NA
IG 81650,NA,NA,NA
IG 81651,NA,101.62,NA
IG 81652,NA,77.38,NA
IG 81653,NA,NA,NA
IG 81654,NA,87.37,NA
IG 81655,NA,83.78,NA
IG 81656,NA,80.78,NA
IG 81657,NA,85.58,NA
IG 81658,NA,73.77,NA
IG 81659,NA,86.18,NA
IG 81660,NA,80.38,NA
IG 81661,NA,86.18,NA
IG 81662,NA,NA,NA
IG 81663,NA,84.78,NA
IG 81664,NA,83.73,NA
IG 81665,NA,83.57,NA
IG 81666,NA,NA,NA
IG 81667,NA,NA,NA
IG 81668,NA,86.97,NA
IG 81669,NA,80.58,NA
IG 81670,NA,NA,NA
IG 81671,NA,84.78,NA
IG 81672,NA,84.37,NA
IG 81673,NA,105.98,NA
IG 81674,NA,NA,NA
IG 81675,NA,78.58,NA
IG 81676,NA,NA,NA
IG 81677,NA,82.14,NA
IG 81678,132.12,79.66,NA
IG 81679,NA,NA,NA
IG 81682,135.98,85.05,33.25
IG 81683,NA,NA,NA
IG 81684,NA,89.77,NA
IG 81685,NA,73.77,NA
IG 81686,NA,86.42,34.48
IG 81687,NA,69.93,NA
IG 81688,NA,NA,NA
IG 81689,133.97,87.97,NA
IG 81690,NA,84.17,NA
IG 81691,NA,79.37,NA
IG 81692,128.77,79.7,NA
IG 81693,NA,NA,NA
IG 81694,NA,81.57,NA
IG 81695,NA,NA,NA
IG 81696,NA,76.97,NA
IG 81697,134.21,83.45,NA
IG 81698,NA,NA,NA
IG 81699,NA,NA,NA
IG 81700,131.83,88.9,NA
IG 81701,NA,NA,NA
IG 81702,NA,88.62,NA
IG 81703,NA,NA,NA
IG 81704,NA,80.18,NA
IG 81705,NA,80.5,NA
IG 81706,NA,82.78,NA
IG 81707,NA,NA,NA
IG 81708,NA,81.98,NA
IG 81709,NA,NA,NA
IG 81710,NA,84.78,NA
IG 81711,NA,94,NA
IG 81712,NA,78.41,NA
IG 81713,NA,NA,NA
IG 81714,NA,76.58,NA
IG 81715,NA,NA,NA
IG 81716,NA,80.3,NA
IG 81717,NA,88.18,NA
IG 81718,NA,73.35,NA
IG 81719,NA,NA,NA
IG 81720,NA,NA,NA
IG 81721,NA,NA,NA
IG 81722,NA,76.38,NA
IG 81723,NA,96.38,NA
IG 81724,125.77,78.46,NA
IG 81725,141.82,96.66,31.36
IG 81726,NA,85.78,NA
IG 81727,NA,NA,NA
IG 81728,133.05,82.34,NA
IG 81729,135.15,76.68,NA
IG 81730,NA,86.58,NA
IG 81731,NA,NA,NA
IG 81732,NA,83.57,NA
IG 81733,NA,NA,NA
IG 81734,NA,NA,NA
IG 81735,133.71,78.75,NA
IG 81736,NA,87.18,NA
IG 81737,NA,NA,NA
IG 81738,NA,80.57,NA
IG 81739,NA,87.57,NA
IG 81740,NA,81.09,NA
IG 81741,NA,81.38,NA
IG 81742,NA,71.8,NA
IG 81743,NA,NA,NA
IG 81744,NA,NA,NA
IG 81745,NA,85.77,NA
IG 81746,NA,NA,NA
IG 81747,131.49,82.49,NA
IG 81748,NA,NA,NA
IG 81749,NA,NA,NA
IG 81750,NA,92.26,NA
IG 81751,NA,NA,NA
IG 81752,132.24,92.36,NA
IG 81753,NA,75.19,NA
IG 81754,NA,84.77,NA
IG 81755,NA,77.24,NA
IG 81756,NA,87.37,NA
IG 81757,NA,73.16,NA
IG 81758,NA,97.39,NA
IG 81759,NA,NA,NA
IG 81760,NA,81.77,NA
IG 81761,135.37,74.57,NA
IG 81762,NA,NA,NA
IG 81763,NA,86.37,NA
IG 81764,NA,NA,NA
IG 81765,139.82,99.78,NA
IG 81767,NA,86.77,NA
IG 81768,NA,89.18,NA
IG 81769,NA,87.78,NA
IG 81770,NA,82.17,NA
IG 81771,NA,76.96,NA
IG 81772,NA,83.77,NA
IG 81773,NA,94.57,NA
IG 81774,129.67,88.81,NA
IG 81775,NA,84.36,NA
IG 81776,NA,NA,NA
IG 81777,NA,81.18,NA
IG 81778,NA,78.77,NA
IG 81779,NA,84.18,NA
IG 81780,NA,83.57,NA
IG 81781,NA,86.57,NA
IG 81782,NA,80.14,NA
IG 81783,NA,NA,NA
IG 81784,NA,NA,32.83
IG 81785,126.29,81.79,NA
IG 81786,NA,88.37,NA
IG 81787,NA,NA,NA
IG 81788,NA,98.3,NA
IG 81789,NA,77.79,NA
IG 81790,NA,NA,NA
IG 81791,NA,85.38,NA
IG 81792,NA,90.98,NA
IG 81793,NA,85.78,NA
IG 81794,NA,NA,NA
IG 81795,NA,82.58,NA
IG 81796,NA,85.88,NA
IG 81797,126.19,75.18,NA
IG 81798,NA,NA,NA
IG 81799,NA,NA,NA
IG 81800,NA,NA,NA
IG 81801,NA,101.8,NA
IG 81802,NA,82.53,NA
IG 81803,129.57,91.06,NA
IG 81804,NA,NA,NA
IG 81805,NA,90.18,NA
IG 81806,NA,88.97,NA
IG 81807,NA,NA,NA
IG 81808,NA,91.57,NA
IG 81809,NA,78.8,NA
IG 81810,NA,NA,NA
IG 81811,NA,NA,NA
IG 81812,NA,NA,NA
IG 81813,140.12,85.47,NA
IG 81814,NA,84.58,NA
IG 81815,NA,NA,NA
IG 81816,127.82,80.8,NA
IG 81817,NA,89.18,NA
IG 81818,NA,60.61,NA
IG 81819,NA,90.18,NA
IG 81820,NA,92.18,NA
IG 81821,NA,86.98,NA
IG 81822,NA,90.18,NA
IG 81823,NA,89.78,NA
IG 81824,NA,88.18,NA
IG 81825,NA,93.38,NA
IG 81826,NA,94.18,NA
IG 81827,NA,NA,NA
IG 81828,NA,91.78,NA
IG 81829,NA,95.78,NA
IG 81830,NA,87.78,NA
IG 81831,128.94,66.74,NA
IG 81832,NA,95.55,NA
IG 81833,NA,99.18,NA
IG 81834,NA,90.48,NA
IG 81835,NA,86.78,NA
IG 81837,NA,NA,NA
IG 81838,NA,NA,NA
IG 81839,NA,NA,NA
IG 81840,126.53,79.17,NA
IG 81841,NA,96.26,NA
IG 81842,NA,NA,NA
IG 81843,131.81,94.89,36.97
IG 81844,NA,92.18,NA
IG 81845,NA,89.19,NA
IG 81846,NA,NA,NA
IG 81847,NA,NA,NA
IG 81848,NA,87.18,NA
IG 81849,NA,85.38,NA
IG 81850,NA,NA,NA
IG 81851,NA,NA,NA
IG 81853,NA,NA,NA
IG 81854,NA,NA,NA
IG 81856,NA,NA,NA
IG 81857,NA,NA,NA
IG 81858,NA,NA,NA
IG 81859,NA,NA,NA
IG 81860,NA,92.04,NA
IG 81861,NA,NA,NA
IG 81866,NA,NA,NA
IG 81867,134.51,77.44,30.43
IG 81868,125.68,75.52,NA
IG 81869,145.2,80.88,NA
IG 81870,NA,NA,NA
IG 81871,NA,61.78,NA
IG 81872,132.98,79.54,27.18
IG 81873,NA,NA,NA
IG 81874,NA,66.77,NA
IG 81875,NA,70.18,NA
IG 81876,NA,NA,NA
IG 81877,NA,66.58,NA
IG 81878,NA,85.67,NA
IG 81879,NA,73.11,NA
IG 81880,NA,88.25,NA
IG 81881,NA,NA,NA
IG 81882,NA,NA,NA
IG 81883,NA,76.18,NA
IG 81884,NA,NA,NA
IG 81885,129.59,78,33.13
IG 81886,NA,96.77,NA
IG 81887,NA,NA,NA
IG 81888,NA,NA,NA
IG 81889,NA,NA,NA
IG 81890,140.2,89.07,NA
IG 81891,139.54,94.74,NA
IG 81892,NA,112.89,NA
IG 81893,NA,NA,NA
IG 81894,NA,108.12,NA
IG 81895,NA,100.79,NA
IG 81896,140.98,99.37,42.27
IG 81897,NA,NA,NA
IG 81898,NA,NA,NA
IG 81899,NA,NA,NA
IG 81900,145.43,96.25,NA
IG 81901,137.84,88.03,NA
IG 81904,NA,NA,NA
IG 81905,NA,NA,NA
IG 81906,NA,NA,NA
IG 81907,NA,NA,NA
IG 81908,137.33,85.42,NA
IG 81909,NA,NA,NA
IG 81910,NA,NA,NA
IG 81911,NA,NA,NA
IG 81912,140.95,102.57,NA
IG 81913,NA,NA,NA
IG 81914,NA,NA,NA
IG 81915,NA,NA,NA
IG 81916,NA,NA,NA
IG 81917,NA,NA,NA
IG 81918,NA,NA,NA
IG 81919,NA,NA,NA
IG 81920,NA,NA,NA
IG 81921,NA,NA,NA
IG 81922,NA,NA,NA
IG 81923,NA,NA,NA
IG 81924,NA,NA,NA
IG 81925,NA,NA,NA
IG 81926,NA,NA,NA
IG 81927,NA,NA,NA
IG 81928,NA,NA,NA
IG 81929,NA,NA,NA
IG 81930,NA,NA,NA
IG 81931,148.35,128.56,NA
IG 81932,NA,NA,NA
IG 81933,NA,NA,NA
IG 81934,NA,NA,NA
IG 81935,NA,NA,NA
IG 81936,NA,NA,NA
IG 81937,NA,NA,NA
IG 81938,NA,NA,NA
IG 81939,NA,NA,NA
IG 81940,NA,NA,NA
IG 81941,140.87,111.24,39.45
IG 81942,NA,100.39,NA
IG 81943,NA,100.98,NA
IG 81944,NA,103.58,NA
IG 81945,NA,107.78,NA
IG 81946,NA,115.38,NA
IG 81947,NA,NA,NA
IG 81948,NA,NA,NA
IG 81949,NA,NA,NA
IG 81950,NA,90.09,NA
IG 81951,NA,NA,NA
IG 81952,NA,NA,NA
IG 81953,NA,117.9,NA
IG 81955,NA,NA,NA
IG 81958,148.34,102.01,36.88
IG 81960,NA,NA,NA
IG 81961,NA,117.58,NA
IG 81962,NA,NA,NA
IG 81963,NA,NA,NA
IG 81964,NA,NA,NA
IG 81965,NA,127.72,NA
IG 81966,148.26,120.61,NA
IG 81967,NA,NA,NA
IG 81968,NA,NA,NA
IG 81969,148.27,108.75,29.33
IG 81970,NA,NA,NA
IG 81971,NA,NA,NA
IG 81972,NA,128.89,NA
IG 81973,142.52,102.38,NA
IG 81974,153.69,106.85,NA
IG 81975,NA,NA,NA
IG 81976,NA,NA,NA
IG 81977,NA,NA,NA
IG 81978,NA,123.46,NA
IG 81979,NA,NA,NA
IG 81980,NA,NA,NA
IG 81983,NA,NA,NA
IG 81984,NA,NA,NA
IG 81985,NA,NA,NA
IG 81986,NA,NA,NA
IG 81987,NA,NA,NA
IG 81988,NA,NA,NA
IG 81989,NA,NA,NA
IG 81990,NA,NA,NA
IG 81991,NA,95.67,NA
IG 81992,NA,NA,NA
IG 81993,NA,NA,NA
IG 81994,NA,NA,NA
IG 81995,NA,NA,NA
IG 81996,NA,NA,NA
IG 81997,NA,NA,NA
IG 81998,NA,NA,NA
IG 81999,NA,NA,NA
IG 82000,NA,NA,NA
IG 82001,NA,123.81,NA
IG 82002,NA,NA,NA
IG 82003,NA,NA,NA
IG 82004,NA,NA,NA
IG 82005,NA,NA,NA
IG 82006,NA,NA,NA
IG 82007,NA,NA,NA
IG 82008,NA,NA,NA
IG 82010,NA,NA,NA
IG 82011,NA,NA,NA
IG 82012,NA,NA,NA
IG 82013,NA,NA,NA
IG 82014,NA,NA,NA
IG 82015,NA,137.24,NA
IG 82016,NA,NA,NA
IG 82017,NA,135.65,NA
IG 82018,144.26,117.23,34.79
IG 82024,142.25,101.63,26.95
IG 82025,141.17,115.1,35.3
IG 82026,NA,88.17,NA
IG 82027,NA,122.19,NA
IG 82028,150.74,111.3,NA
IG 82029,142.5,129.29,36.58
IG 82031,NA,NA,NA
IG 82032,NA,129.36,NA
IG 82034,NA,117.34,NA
IG 82035,NA,NA,NA
IG 82036,NA,NA,NA
IG 82037,NA,NA,NA
IG 82038,NA,NA,NA
IG 82039,NA,121.39,NA
IG 82040,NA,NA,NA
IG 82041,NA,128.65,NA
IG 82043,NA,127.3,NA
IG 82044,NA,NA,NA
IG 82045,NA,NA,NA
IG 82046,NA,NA,NA
IG 82049,NA,NA,NA
IG 82050,NA,NA,NA
IG 82051,NA,111.58,NA
IG 82052,NA,127.8,NA
IG 82053,NA,NA,NA
IG 82054,NA,117.04,NA
IG 82055,NA,NA,NA
IG 82056,NA,NA,NA
IG 82057,NA,NA,NA
IG 82058,NA,135.4,NA
IG 82059,145.07,133.63,NA
IG 82060,NA,NA,NA
IG 82062,NA,NA,NA
IG 82064,NA,NA,NA
IG 82065,NA,NA,NA
IG 82066,NA,NA,NA
IG 82067,NA,NA,NA
IG 82069,NA,128.29,NA
IG 82070,NA,NA,NA
IG 82071,NA,116,NA
IG 82072,NA,131.46,NA
IG 82073,NA,131.6,NA
IG 82074,NA,NA,NA
IG 82075,NA,138.63,NA
IG 82076,NA,142.89,NA
IG 82077,NA,138.63,NA
IG 82078,NA,128.52,NA
IG 82079,NA,122.06,NA
IG 82080,NA,NA,NA
IG 82083,NA,NA,NA
IG 82084,NA,117.01,NA
IG 82086,NA,NA,NA
IG 82087,NA,79.87,NA
IG 82089,NA,81.32,NA
IG 82090,NA,NA,NA
IG 82091,NA,88.05,NA
IG 82092,NA,NA,NA
IG 82093,NA,NA,NA
IG 82094,NA,NA,NA
IG 82095,NA,NA,NA
IG 82096,134.87,87,NA
IG 82098,NA,112.3,NA
IG 82099,NA,95.05,NA
IG 82100,140.79,116.09,NA
IG 82103,146.99,116.48,NA
IG 82104,NA,NA,NA
IG 82105,NA,124.07,NA
IG 82107,156.34,109.05,NA
IG 82109,148.56,102.05,35.73
IG 82110,NA,119.15,NA
IG 82111,NA,132.33,NA
IG 82112,NA,NA,NA
IG 82113,NA,NA,31.35
IG 82114,143.97,114.28,NA
IG 82115,NA,121.4,NA
IG 82116,NA,NA,NA
IG 82117,NA,121.4,NA
IG 82118,NA,127.14,NA
IG 82119,NA,140.56,NA
IG 82120,NA,NA,NA
IG 82121,NA,NA,NA
IG 82122,NA,NA,NA
IG 82123,NA,NA,NA
IG 82124,NA,130.15,NA
IG 82125,NA,NA,NA
IG 82127,NA,NA,NA
IG 82129,NA,NA,NA
IG 82134,NA,NA,NA
IG 82140,NA,NA,NA
IG 82141,NA,NA,NA
IG 82145,NA,NA,NA
IG 82148,NA,NA,NA
IG 82152,NA,NA,NA
IG 82153,NA,NA,NA
IG 82155,NA,NA,NA
IG 82158,NA,NA,NA
IG 82159,NA,NA,NA
IG 82160,NA,NA,NA
IG 82164,NA,119.17,NA
IG 82171,NA,NA,NA
IG 82173,153.03,117.21,NA
IG 82174,148.19,126.32,42.26
IG 82175,NA,NA,NA
IG 82176,NA,132.49,NA
IG 82177,NA,125.01,NA
IG 82178,NA,NA,NA
IG 82179,144.93,136.14,40.39
IG 82180,NA,130.09,NA
IG 82181,145.05,136.47,50.5
IG 82182,145.7,131.83,NA
IG 82183,NA,138.13,NA
IG 82184,NA,NA,NA
IG 82185,145.51,121.08,38.73
IG 82186,NA,NA,NA
IG 82187,143.17,128.15,NA
IG 82188,NA,133.2,NA
IG 82189,NA,96.51,NA
IG 82190,NA,100.11,NA
IG 82191,NA,NA,NA
IG 82192,NA,99.26,NA
IG 82193,NA,NA,NA
IG 82194,NA,124.22,NA
IG 82195,NA,NA,NA
IG 82196,NA,136.82,NA
IG 82197,132.65,105.03,42.31
IG 82198,NA,100.69,NA
IG 82199,NA,110.69,NA
IG 82200,NA,115.61,NA
IG 82201,NA,120.32,NA
IG 82202,NA,NA,NA
IG 82203,NA,NA,NA
IG 82204,NA,113.25,NA
IG 82205,NA,114.56,NA
IG 82206,NA,106.22,NA
IG 82207,NA,107.56,NA
IG 82208,NA,102.44,NA
IG 82209,NA,107.86,NA
IG 82210,NA,114.13,NA
IG 82212,NA,NA,NA
IG 82213,NA,124.79,NA
IG 82214,NA,145.69,46.77
IG 82215,150.8,109.06,NA
IG 82216,NA,127.56,NA
IG 82217,NA,NA,NA
IG 82218,NA,NA,NA
IG 82220,151.32,115.19,NA
IG 82221,NA,145.86,NA
IG 82222,141.24,125.37,NA
IG 82223,NA,130.41,NA
IG 82224,NA,NA,NA
IG 82225,NA,NA,NA
IG 82226,NA,NA,NA
IG 82227,NA,131.11,NA
IG 82228,149.3,137.33,NA
IG 82229,NA,NA,NA
IG 82230,NA,NA,NA
IG 82231,NA,135.65,NA
IG 82232,151.39,129.89,NA
IG 82233,146.28,117.72,48.76
IG 82234,NA,127.31,NA
IG 82235,NA,NA,NA
IG 82236,NA,NA,NA
IG 82237,NA,NA,NA
IG 82238,NA,NA,NA
IG 82239,NA,NA,NA
IG 82240,NA,NA,NA
IG 82241,NA,NA,NA
IG 82242,NA,NA,NA
IG 82243,NA,NA,NA
IG 82244,NA,115.92,NA
IG 82245,NA,128.08,NA
IG 82247,NA,NA,NA
IG 82248,NA,128.44,NA
IG 82249,NA,NA,NA
IG 82250,NA,NA,NA
IG 82251,NA,NA,NA
IG 82252,NA,127.52,NA
IG 82253,NA,92.33,NA
IG 82254,NA,126.77,NA
IG 82255,NA,138.26,NA
IG 82256,NA,NA,NA
IG 82257,NA,108.52,NA
IG 82258,NA,114.54,NA
IG 82260,NA,NA,NA
IG 82261,NA,127.3,NA
IG 82263,NA,NA,NA
IG 82264,NA,121.75,NA
IG 82265,NA,117.33,NA
IG 82266,NA,108.97,NA
IG 82267,NA,NA,NA
IG 82268,NA,NA,NA
IG 82270,NA,NA,NA
IG 82271,NA,NA,NA
IG 82273,NA,NA,NA
IG 82274,NA,NA,NA
IG 82275,NA,120.35,NA
IG 82276,NA,131.62,NA
IG 82277,NA,NA,NA
IG 82278,NA,116.72,NA
IG 82279,NA,102.01,NA
IG 82280,NA,NA,NA
IG 82281,NA,NA,NA
IG 82282,NA,NA,NA
IG 82283,140.27,98.32,30.81
IG 82284,NA,NA,NA
IG 82285,NA,128.85,NA
IG 82286,135.05,98.29,36.98
IG 82287,NA,NA,NA
IG 82288,NA,101.22,35.57
IG 82290,NA,116.11,NA
IG 82291,NA,138.27,NA
IG 82292,NA,NA,NA
IG 82293,NA,115.9,NA
IG 82294,NA,126.1,NA
IG 82296,NA,132.28,NA
IG 82297,NA,103.51,NA
IG 82299,NA,NA,NA
IG 82300,NA,112.88,NA
IG 82301,NA,77.11,NA
IG 82303,NA,102.41,NA
IG 82305,NA,98.08,NA
IG 82306,NA,109.46,NA
IG 82307,NA,NA,NA
IG 82308,NA,107.97,NA
IG 82309,NA,NA,NA
IG 82310,NA,130.04,NA
IG 82311,NA,115.3,NA
IG 82312,NA,NA,NA
IG 82313,NA,NA,NA
IG 82314,NA,94.19,NA
IG 82317,NA,97.89,NA
IG 82318,NA,NA,NA
IG 82319,NA,101.59,NA
IG 82320,NA,NA,NA
IG 82321,NA,NA,NA
IG 82322,NA,NA,NA
IG 82323,NA,NA,NA
IG 82324,NA,NA,NA
IG 82325,NA,116.61,NA
IG 82326,NA,NA,38.65
IG 82327,NA,NA,NA
IG 82328,NA,NA,NA
IG 82329,140.97,114.95,48.55
IG 82330,NA,NA,36.76
IG 82331,NA,NA,NA
IG 82332,NA,NA,NA
IG 82334,NA,138.37,NA
IG 82335,NA,NA,NA
IG 82336,NA,NA,NA
IG 82337,NA,NA,NA
IG 82338,NA,NA,NA
IG 82339,NA,NA,NA
IG 82340,NA,NA,NA
IG 82341,NA,NA,NA
IG 82342,NA,NA,NA
IG 82343,NA,NA,NA
IG 82344,NA,NA,NA
IG 82345,NA,NA,NA
IG 82346,NA,NA,38.01
IG 82347,NA,NA,NA
IG 82348,144.99,108.66,NA
IG 82349,NA,120.87,43.27
IG 82350,NA,86.48,NA
IG 82351,NA,68.55,NA
IG 82352,133.7,108.29,39.72
IG 82353,NA,NA,NA
IG 82354,NA,NA,NA
IG 82355,NA,NA,NA
IG 82356,NA,NA,NA
IG 82357,NA,NA,NA
IG 82358,141.55,96.32,45.52
IG 82359,NA,94.52,NA
IG 82360,NA,NA,NA
IG 82361,NA,NA,NA
IG 82362,NA,NA,NA
IG 82363,138.88,113.14,34.33
IG 82364,NA,NA,NA
IG 82365,124.38,95.76,42.78
IG 82366,NA,NA,NA
IG 82367,NA,113.26,NA
IG 82368,NA,NA,NA
IG 82370,NA,NA,NA
IG 82371,NA,NA,NA
IG 82372,NA,93.93,NA
IG 82374,NA,98.56,NA
IG 82377,NA,NA,NA
IG 82381,NA,NA,NA
IG 82382,NA,NA,NA
IG 82383,NA,NA,NA
IG 82384,NA,NA,42.66
IG 82385,NA,NA,NA
IG 82386,NA,NA,31.19
IG 82388,NA,NA,NA
IG 82389,143.93,119.85,NA
IG 82390,NA,NA,NA
IG 82391,NA,126.16,NA
IG 82392,NA,NA,NA
IG 82393,NA,NA,NA
IG 82394,NA,135.64,46.65
IG 82395,NA,NA,NA
IG 82396,NA,NA,NA
IG 82397,NA,NA,40.78
IG 82398,NA,NA,NA
IG 82399,NA,90.39,NA
IG 82400,NA,94.57,NA
IG 82401,NA,128.38,57.77
IG 82402,NA,NA,NA
IG 82403,NA,NA,NA
IG 82405,NA,NA,NA
IG 82406,NA,NA,NA
IG 82407,NA,NA,NA
IG 82408,NA,NA,NA
IG 82409,149,109.59,NA
IG 82410,NA,NA,NA
IG 82411,NA,NA,NA
IG 82412,NA,NA,NA
IG 82413,NA,NA,NA
IG 82414,NA,NA,NA
IG 82415,NA,NA,NA
IG 82416,NA,120.16,NA
IG 82418,NA,89.63,33.42
IG 82419,NA,NA,NA
IG 82420,NA,NA,NA
IG 82421,NA,NA,NA
IG 82422,NA,NA,NA
IG 82423,NA,NA,NA
IG 82424,NA,NA,NA
IG 82425,NA,NA,33.11
IG 82426,NA,NA,NA
IG 82427,NA,NA,NA
IG 82430,NA,99.1,NA
IG 82431,NA,NA,NA
IG 82432,NA,105.83,NA
IG 82433,137.66,98.79,NA
IG 82434,NA,NA,NA
IG 82436,NA,NA,NA
IG 82437,NA,NA,NA
IG 82438,NA,NA,NA
IG 82439,NA,123.82,NA
IG 82440,NA,110.48,NA
IG 82441,NA,NA,NA
IG 82442,NA,NA,NA
IG 82444,NA,NA,NA
IG 82445,NA,NA,NA
IG 82446,NA,NA,NA
IG 82448,NA,NA,NA
IG 82449,140.46,93.07,NA
IG 82450,NA,NA,NA
IG 82451,NA,NA,NA
IG 82452,NA,NA,39.32
IG 82455,NA,NA,NA
IG 82456,NA,NA,NA
IG 82457,NA,NA,NA
IG 82458,NA,NA,NA
IG 82461,NA,NA,NA
IG 82465,NA,NA,NA
IG 82466,NA,NA,41.5
IG 82469,NA,NA,NA
IG 82470,NA,88.17,NA
IG 82471,NA,102.93,NA
IG 82472,NA,NA,NA
IG 82473,NA,NA,30.32
IG 82474,NA,97.89,NA
IG 82475,NA,NA,NA
IG 82476,NA,NA,NA
IG 82477,NA,NA,NA
IG 82478,NA,105.7,NA
IG 82479,NA,NA,NA
IG 82481,NA,NA,NA
IG 82482,NA,NA,NA
IG 82483,NA,104.06,NA
IG 82484,NA,116.55,NA
IG 82485,NA,NA,NA
IG 82486,NA,NA,NA
IG 82487,NA,NA,NA
