accenumb,agent_id,doi,plant_height,days_to_heading,early_growth_tendency,thousand_kernel_weight,name,description,campaign
CGN02890,NA,10.18730/150VV,80,NA,NA,NA,Multiplication Spring Barley Wageningen,Location: Wageningen,1991-1991
CGN02891,NA,10.18730/150WW,85,NA,NA,NA,Multiplication Spring Barley Wageningen,Location: Wageningen,1991-1991
CGN02892,NA,10.18730/150XX,80,NA,NA,NA,Multiplication Spring Barley Wageningen,Location: Wageningen,1991-1991
CGN02893,NA,10.18730/150YY,100,NA,NA,NA,Multiplication Spring Barley Wageningen,Location: Wageningen,1991-1991
CGN02894,NA,10.18730/150ZZ,70,NA,NA,NA,Multiplication Spring Barley Wageningen,Location: Wageningen,1991-1991
CGN03386,NA,10.18730/16PJ7,100,NA,NA,NA,Multiplication Spring Barley Wageningen,Location: Wageningen,1991-1991
CGN03387,NA,10.18730/16PK8,95,NA,NA,NA,Multiplication Spring Barley Wageningen,Location: Wageningen,1991-1991
CGN15650,NA,10.18730/1DYCS,90,NA,NA,NA,Multiplication Spring Barley Wageningen,Location: Wageningen,1991-1991
CGN15651,NA,10.18730/1DYDT,110,NA,NA,NA,Multiplication Spring Barley Wageningen,Location: Wageningen,1991-1991
CGN15652,NA,10.18730/1DYEV,90,NA,NA,NA,Multiplication Spring Barley Wageningen,Location: Wageningen,1991-1991
CGN15653,NA,10.18730/1DYFW,120,NA,NA,NA,Multiplication Spring Barley Wageningen,Location: Wageningen,1991-1991
CGN00009,NA,10.18730/12X79,95,NA,NA,55.5,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN00287,NA,10.18730/13565,85,NA,NA,51,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN00495,NA,10.18730/13AW2,85,NA,NA,55.5,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN00504,NA,10.18730/13B5B,110,NA,NA,37.7,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN00508,NA,10.18730/13B9F,105,NA,NA,49.9,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN00509,NA,10.18730/13BAG,90,NA,NA,37.7,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN00576,NA,10.18730/13CBC,100,NA,NA,36.6,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN00583,NA,10.18730/13CJK,100,NA,NA,43.3,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN00587,NA,10.18730/13CMN,115,NA,NA,39.9,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN00589,NA,10.18730/13CNP,110,NA,NA,49.9,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN00599,NA,10.18730/13CXY,65,NA,NA,58,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN00614,NA,10.18730/13DC8,105,NA,NA,45.5,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN00628,NA,10.18730/13DTP,90,NA,NA,51,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN00655,NA,10.18730/13E2Y,75,NA,NA,39.9,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN00656,NA,10.18730/13E3Z,65,NA,NA,37.7,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN00657,NA,10.18730/13E4*,70,NA,NA,37.7,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN00659,NA,10.18730/13E6$,95,NA,NA,43.3,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN00793,NA,10.18730/13EXM,110,NA,NA,42.2,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN00858,NA,10.18730/13GAW,105,NA,NA,41,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN00866,NA,10.18730/13GJU,75,NA,NA,32.2,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN00877,NA,10.18730/13GXA,105,NA,NA,48,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN00914,NA,10.18730/13J19,85,NA,NA,45.5,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN00927,NA,10.18730/13JEP,90,NA,NA,34.4,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN00932,NA,10.18730/13JKV,85,NA,NA,35.5,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN00952,NA,10.18730/13K7A,90,NA,NA,35.5,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN00954,NA,10.18730/13K9C,85,NA,NA,34.4,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN00956,NA,10.18730/13KBE,75,NA,NA,34.4,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN00962,NA,10.18730/13KHM,95,NA,NA,49.9,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN00967,NA,10.18730/13KPS,90,NA,NA,45.7,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN00970,NA,10.18730/13KSW,90,NA,NA,46.6,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN00982,NA,10.18730/13M53,95,NA,NA,48.1,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN00994,NA,10.18730/13MFD,100,NA,NA,53.3,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01002,NA,10.18730/13MPM,90,NA,NA,38.8,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01004,NA,10.18730/13MRP,90,NA,NA,42.2,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01021,NA,10.18730/13N81,85,NA,NA,43.3,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01022,NA,10.18730/13N92,95,NA,NA,38.8,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01023,NA,10.18730/13NA3,80,NA,NA,44.4,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01024,NA,10.18730/13NB4,90,NA,NA,45.5,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01054,NA,10.18730/13P7*,95,NA,NA,38.8,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01058,NA,10.18730/13PBU,105,NA,NA,55.5,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01075,NA,10.18730/13PVF,100,NA,NA,33.3,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01081,NA,10.18730/13Q1N,85,NA,NA,46.6,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01088,NA,10.18730/13Q8W,90,NA,NA,44.4,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01101,NA,10.18730/13QN4,80,NA,NA,41,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01106,NA,10.18730/13QT9,85,NA,NA,31.1,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01109,NA,10.18730/13QWB,95,NA,NA,31.1,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01112,NA,10.18730/13QZE,90,NA,NA,30,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01114,NA,10.18730/13R0F,80,NA,NA,35.5,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01120,NA,10.18730/13R5M,100,NA,NA,44.4,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01130,NA,10.18730/13REX,90,NA,NA,38.8,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01132,NA,10.18730/13RGZ,100,NA,NA,37.7,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01142,NA,10.18730/13RT4,90,NA,NA,41,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01163,NA,10.18730/13SFS,90,NA,NA,44.8,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01164,NA,10.18730/13SGT,95,NA,NA,42.2,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01173,NA,10.18730/13SS=,95,NA,NA,39.8,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01186,NA,10.18730/13T6B,75,NA,NA,43.3,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01191,NA,10.18730/13TBG,80,NA,NA,39.9,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01196,NA,10.18730/13TGN,70,NA,NA,55.5,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01199,NA,10.18730/13TKR,80,NA,NA,42.2,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01201,NA,10.18730/13TNT,85,NA,NA,32.2,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01206,NA,10.18730/13TSY,85,NA,NA,38.8,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01209,NA,10.18730/13TW~,65,NA,NA,53.3,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01214,NA,10.18730/13V11,75,NA,NA,51,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01215,NA,10.18730/13V22,70,NA,NA,48.8,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01217,NA,10.18730/13V44,80,NA,NA,31.1,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01229,NA,10.18730/13VGG,95,NA,NA,32.2,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01230,NA,10.18730/13VHH,85,NA,NA,41,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01271,NA,10.18730/13WTN,85,NA,NA,46.6,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01273,NA,10.18730/13WWQ,85,NA,NA,44,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01278,NA,10.18730/13X1W,90,NA,NA,39.9,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01286,NA,10.18730/13X9U,90,NA,NA,45.5,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01288,NA,10.18730/13XB1,95,NA,NA,45.5,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01293,NA,10.18730/13XG6,90,NA,NA,43.3,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01301,NA,10.18730/13XRE,100,NA,NA,36.6,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01336,NA,10.18730/13YVC,90,NA,NA,43.9,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01340,NA,10.18730/13YZG,90,NA,NA,42.6,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01350,NA,10.18730/13Z9T,90,NA,NA,44.4,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01415,NA,10.18730/1419G,80,NA,NA,35.5,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01622,NA,10.18730/142KN,80,NA,NA,43.3,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01643,NA,10.18730/14385,90,NA,NA,44.4,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01648,NA,10.18730/143DA,90,NA,NA,44.4,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01657,NA,10.18730/143PK,80,NA,NA,44.4,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01685,NA,10.18730/144JA,85,NA,NA,45.5,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01689,NA,10.18730/144PE,80,NA,NA,46.6,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01698,NA,10.18730/144ZQ,75,NA,NA,43.3,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01709,NA,10.18730/145A$,80,NA,NA,42.2,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01824,NA,10.18730/148T=,70,NA,NA,39.9,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01872,NA,10.18730/14A65,90,NA,NA,37.7,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01878,NA,10.18730/14ACB,90,NA,NA,37.7,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01909,NA,10.18730/14B5U,75,NA,NA,36.6,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01923,NA,10.18730/14BKD,90,NA,NA,43.3,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01924,NA,10.18730/14BME,80,NA,NA,46.6,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN01926,NA,10.18730/14BPG,85,NA,NA,43.3,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN02420,NA,10.18730/14KVJ,70,NA,NA,41,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN02437,NA,10.18730/14MC=,75,NA,NA,45.5,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN02465,NA,10.18730/14N8T,85,NA,NA,55.5,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN02471,NA,10.18730/14NE*,90,NA,NA,52.1,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN02476,NA,10.18730/14NK0,85,NA,NA,46.6,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN02496,NA,10.18730/14P7M,100,NA,NA,39.9,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN02499,NA,10.18730/14PAQ,90,NA,NA,39.9,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN02500,NA,10.18730/14PBR,85,NA,NA,44.4,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN02516,NA,10.18730/14PV3,95,NA,NA,44.4,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN02520,NA,10.18730/14PZ7,95,NA,NA,36.6,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN02554,NA,10.18730/14R14,95,NA,NA,45.5,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN02555,NA,10.18730/14R25,80,NA,NA,52.1,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN02556,NA,10.18730/14R36,90,NA,NA,51,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN02563,NA,10.18730/14RAD,100,NA,NA,52.1,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN02568,NA,10.18730/14RFJ,110,NA,NA,51,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN02569,NA,10.18730/14RGK,90,NA,NA,45.5,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN02570,NA,10.18730/14RHM,95,NA,NA,46.6,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN02572,NA,10.18730/14RKP,110,NA,NA,43.3,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN02630,NA,10.18730/14TC5,90,NA,NA,48.1,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN02631,NA,10.18730/14TD6,100,NA,NA,48.8,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN02633,NA,10.18730/14TF8,95,NA,NA,46.6,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN02635,NA,10.18730/14THA,100,NA,NA,51,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN03372,NA,10.18730/16P4Y,85,NA,NA,42.2,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN11210,NA,10.18730/16QH1,95,NA,NA,38.8,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN11276,NA,10.18730/1CNEA,65,NA,NA,52.1,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN11289,NA,10.18730/1CNZV,70,NA,NA,61,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN11823,NA,10.18730/1DNC~,70,NA,NA,55.5,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN12983,NA,10.18730/1DND$,65,NA,NA,54.4,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN19312,NA,10.18730/1NNCB,85,NA,NA,54.4,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN19317,NA,10.18730/1NNKJ,70,NA,NA,52.1,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN19324,NA,10.18730/1NNTS,80,NA,NA,54.4,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN21733,NA,10.18730/1NN43,90,NA,NA,55.5,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
CGN21734,NA,10.18730/1NN65,90,NA,NA,58.8,"Multiplication and evaluation spring barley Wageningen, EU barley project","Location: Born, Wageningen. Sandy soil, sowing date 01/04/099, harvested last week of july 1999",1999-1999
